bin,x_axis,tValues,pValues,pValues_bonf,BFs
1,0,0.315489975347692,0.758875188127849,1,0.310590827560052
2,25.2427184466019,-0.286583276865811,0.780281192642913,1,0.308271226649011
3,50.4854368932039,-0.486550107392107,0.637064101933872,1,0.32934749358369
4,75.7281553398058,0.0619940921891848,0.951789125756484,1,0.298000584248648
5,100.970873786408,-0.00969990451845133,0.99245150186403,1,0.297515377836714
6,126.21359223301,-0.571386693306844,0.580351927089201,1,0.342078541071469
7,151.456310679612,-0.319452980596069,0.755956612031743,1,0.310927299724438
8,176.699029126214,-0.461343430028265,0.654423976628519,1,0.326020251970381
9,201.941747572816,-0.760373776721252,0.464581474048457,1,0.379794563348701
10,227.184466019417,0.0559398184825068,0.95649165501208,1,0.297908133554498
11,252.427184466019,0.568649536739774,0.582138509952012,1,0.341629693317985
12,277.669902912621,0.494906371602771,0.631358885472984,1,0.330495531308383
13,302.912621359223,-1.3121135022864,0.218801488022908,1,0.592867699891909
14,328.155339805825,-0.964267262733078,0.357650769581519,1,0.437725411869312
15,353.398058252427,-1.4157090918746,0.187243313263179,1,0.657362437871674
16,378.640776699029,-0.703014198628355,0.498086518021761,1,0.366879420547565
17,403.883495145631,-0.572160897305498,0.579847131794518,1,0.342205970713394
18,429.126213592233,-0.755727334665294,0.467240729710354,1,0.378697499663761
19,454.368932038835,-0.885164450585117,0.396852867787458,1,0.412858065878913
20,479.611650485437,-0.0125411473824129,0.990240550228539,1,0.297523550955751
21,504.854368932039,0.171925202635999,0.866925805217468,1,0.301344871986649
22,530.097087378641,-0.769196954929114,0.459558640332864,1,0.381903090632566
23,555.339805825243,0.000163677436138287,0.999872623475291,1,0.297503212502958
24,580.582524271845,0.257836209506188,0.80176174215999,1,0.306196669993197
25,605.825242718447,0.484634971742641,0.638375184959707,1,0.329087558490994
26,631.067961165049,-0.405694494870253,0.693511366788945,1,0.319379713746939
27,656.31067961165,-0.107208667804679,0.916743829027038,1,0.298992555549128
28,681.553398058252,0.84659038333404,0.417022772262407,1,0.401869880392974
29,706.796116504854,-0.161137487694892,0.875194038149735,1,0.300875879928584
30,732.038834951456,0.173976787942994,0.865355240277963,1,0.30143756830327
31,757.281553398058,-0.0315950272791476,0.975416718964247,1,0.297632335588105
32,782.52427184466,0.778476398071027,0.454314129256196,1,0.384156728631571
33,807.766990291262,0.397239878080164,0.699536984400997,1,0.318453793253346
34,833.009708737864,-0.591236379618904,0.567485240163991,1,0.345412073149732
35,858.252427184466,-0.0888174808678123,0.930980556111062,1,0.298524789407319
36,883.495145631068,-0.479073138600585,0.642190166097762,1,0.328339358789467
37,908.73786407767,-0.177051990098385,0.863002211871927,1,0.301578615687629
38,933.980582524272,0.122116664703726,0.90522582691718,1,0.299436657815785
39,959.223300970874,-0.902377361699832,0.388075109534594,1,0.417995967216667
40,984.466019417476,-0.404972155019867,0.694025312433598,1,0.319299762685105
41,1009.70873786408,-0.185276659570493,0.856715971004687,1,0.301968254313585
42,1034.95145631068,-0.0445433928219106,0.965348189255338,1,0.297759903121847
43,1060.19417475728,0.6258740229748,0.545416616998206,1,0.351565827955696
44,1085.43689320388,0.0459319432746417,0.964268811553513,1,0.29777616210826
45,1110.67961165049,-0.775529030062761,0.455975672111801,1,0.383436889347147
46,1135.92233009709,-0.228606329012385,0.823782049820913,1,0.304321182857212
47,1161.16504854369,-0.0592642081623082,0.953909276614887,1,0.297957720243741
48,1186.40776699029,-0.583623770850537,0.572401090284069,1,0.344117228124361
49,1211.65048543689,-0.268584205587068,0.793709166777079,1,0.306945428228013
50,1236.8932038835,-0.426658693555929,0.678667236536564,1,0.321769214917609
51,1262.1359223301,-0.706109708530808,0.496241039711512,1,0.367542162354655
52,1287.3786407767,-0.536410818400152,0.60340201742521,1,0.336537153044624
53,1312.6213592233,0.237479368773915,0.817079588534877,1,0.304865772607452
54,1337.8640776699,-1.20934483560191,0.2543449801511,1,0.538097808187681
55,1363.1067961165,-0.486493398982431,0.637102905120061,1,0.329339779747907
56,1388.34951456311,-1.15252128162119,0.275913320951325,1,0.511301741136373
57,1413.59223300971,-0.224308555051198,0.827033862828106,1,0.304065115325985
58,1438.83495145631,0.443363532911938,0.666940959585735,1,0.323769822792446
59,1464.07766990291,-0.179123362799543,0.861418065968367,1,0.301675043335907
60,1489.32038834951,-0.668583698239248,0.51889568734662,1,0.359762632925984
61,1514.56310679612,-0.182744348491721,0.858650357917615,1,0.301846361546876
62,1539.80582524272,-0.619675665211385,0.549329402174145,1,0.350432664627661
63,1565.04854368932,-1.08193151194045,0.304682388505662,1,0.481129734023499
64,1590.29126213592,-0.30000913505866,0.770313840352561,1,0.309319227440044
65,1615.53398058252,-0.800831676722149,0.441840452036111,1,0.389740266506325
66,1640.77669902913,-1.01150499056513,0.335622977188504,1,0.45417861310343
67,1666.01941747573,-0.0997291429694349,0.922530351602527,1,0.298791661403653
68,1691.26213592233,-0.404132130922318,0.694623195205432,1,0.3192069843189
69,1716.50485436893,-0.541017506849157,0.60033895975654,1,0.337243140047171
70,1741.74757281553,-0.750770025068188,0.470088634019228,1,0.377537102498446
71,1766.99029126214,-0.272387702543519,0.790865548858128,1,0.307218069961252
72,1792.23300970874,0.128803772802736,0.900066640004796,1,0.29965480698042
73,1817.47572815534,-0.441552490363669,0.668207792206437,1,0.323548749771823
74,1842.71844660194,-0.259484139780215,0.800525477340924,1,0.306309398845674
75,1867.96116504854,-0.711280605024771,0.493167678774105,1,0.368657797250326
76,1893.20388349515,-0.529875389043062,0.607761417203266,1,0.335547848396375
77,1918.44660194175,-0.651745762153639,0.529258827212962,1,0.356449136212234
78,1943.68932038835,-1.1107458704105,0.292670851547179,1,0.493046948604216
79,1968.93203883495,-1.03451594873947,0.325264622897026,1,0.462656022715965
80,1994.17475728155,-1.40593584203971,0.190045855958385,1,0.650842307224263
81,2019.41747572816,-0.944594631735083,0.367128886331761,1,0.431235741290985
82,2044.66019417476,-0.575366466255633,0.577759577818447,1,0.342735814693346
83,2069.90291262136,-1.5623697716353,0.149264786914037,1,0.767469599008879
84,2095.14563106796,-0.278652389429129,0.786188893038233,1,0.307675908168576
85,2120.38834951456,-0.489010486710808,0.635381676589935,1,0.329683169477599
86,2145.63106796117,-0.689152800795383,0.50640197898824,1,0.363958405058951
87,2170.87378640777,-0.847430979637267,0.416575893104755,1,0.402101752964619
88,2196.11650485437,-1.26374008930407,0.238073831567543,1,0.582041795076824
89,2221.35922330097,-1.85045833862009,0.0972799914066367,1,1.07660725156852
90,2246.60194174757,-1.432919213126,0.185688197348172,1,0.685178466533037
91,2271.84466019417,-1.22673980576586,0.25104400829992,1,0.562686180595693
92,2297.08737864078,-1.14545566227068,0.281565007989173,1,0.523722022688732
93,2322.33009708738,-0.942317930833003,0.370634751015819,1,0.445043005222888
94,2347.57281553398,-0.919264544066809,0.384836394531294,1,0.453750879070062
95,2372.81553398058,-0.520389950425473,0.621428113836563,1,0.395095977822388
96,2398.05825242718,-1.08851640956182,0.318145785030557,1,0.557054574148957
97,2423.30097087379,0.520084819179352,0.621628260559482,1,0.395045254318315
98,2448.54368932039,-0.082076703673458,0.9377700892458,1,0.374267016536952
99,2473.78640776699,0.172101529985365,0.871714187453732,1,0.402377896952674
100,2499.02912621359,-0.678395803105189,0.534739727151208,1,0.477011100431776
101,2524.27184466019,0.101612390253069,0.923954194829134,1,0.399134934315099
102,2549.5145631068,-0.26177532354115,0.806421887863628,1,0.408944511742888
103,2574.7572815534,-0.252897070747396,0.812812750777268,1,0.408171447949138
104,2600,0.865771892298773,0.450304138588085,1,0.566034031470694
