block,border_color,figure,is_color_change,is_figure_change,is_update,trial_id,is_correct
b_0,red,Y,no_color_change,no_figure_change,update,0,incorrect
b_0,blue,X,color_change,figure_change,no_update,1,incorrect
b_0,blue,X,no_color_change,no_figure_change,no_update,2,incorrect
b_0,red,Y,color_change,figure_change,update,3,incorrect
b_1,red,Y,no_color_change,no_figure_change,update,0,incorrect
b_1,red,X,no_color_change,figure_change,update,1,incorrect
b_1,blue,Y,color_change,figure_change,no_update,2,incorrect
b_1,red,X,color_change,figure_change,update,3,incorrect
b_1,red,Y,no_color_change,figure_change,update,4,incorrect
