,bin,time(ms),no color change & not first & no update & correct,no color change & not first & update & correct,
208827162,34,834,3.321,3.3737,
208827162,35,859,3.3307,3.426,
208827162,36,884,3.311,3.4364,
208827162,37,909,3.2768,3.3777,
208827162,38,935,3.3014,3.3296,
208827162,39,960,3.2797,3.3517,
208827162,40,985,3.2787,3.3682,
208827162,41,1010,3.3376,3.4144,
208827162,42,1036,3.2951,3.365,
208827162,43,1061,3.3258,3.3818,
208827162,44,1086,3.3015,3.4218,
208827162,45,1111,3.3151,3.4242,
208827162,46,1137,3.351,3.4296,
208827162,47,1162,3.2906,3.3842,
208827162,48,1187,3.2822,3.3748,
208827162,49,1213,3.3114,3.3906,
208827162,50,1238,3.3233,3.387,
208827162,51,1263,3.3052,3.394,
208827162,52,1288,3.3653,3.4329,
208827162,53,1314,3.3339,3.413,
208827162,54,1339,3.3335,3.4327,
208827162,55,1364,3.2824,3.4147,
208827162,56,1389,3.3099,3.4492,
208827162,57,1415,3.3383,3.4203,
208827162,58,1440,3.3271,3.4277,
208827162,59,1465,3.3541,3.4126,
208827162,60,1490,3.3188,3.4372,
208827162,61,1516,3.3285,3.4384,
208827162,62,1541,3.3349,3.4471,
208827162,63,1566,3.3486,3.513,
208827162,64,1591,3.373,3.4621,
208827162,65,1617,3.3359,3.4397,
208827162,66,1642,3.3382,3.3886,
208827162,67,1667,3.349,3.4423,
208827162,68,1692,3.3705,3.4577,
208827162,69,1718,3.3385,3.4256,
208827162,70,1743,3.3167,3.4402,
208827162,71,1768,3.3107,3.3913,
208827162,72,1793,3.3279,3.392,
208827162,73,1819,3.3063,3.4433,
208827162,74,1844,3.2705,3.4278,
208827162,75,1869,3.2808,3.407,
208827162,76,1895,3.2598,3.3708,
208827162,77,1920,3.2707,3.4048,
208827162,78,1945,3.2834,3.4771,
208827162,79,1970,3.3145,3.4303,
208827162,80,1996,3.2648,3.4445,
208827162,81,2021,3.2667,3.4135,
208827162,82,2046,3.2645,3.431,
208827162,83,2071,3.2885,3.4537,
208827162,84,2097,3.2734,3.4096,
208827162,85,2122,3.3006,3.392,
208827162,86,2147,3.2682,3.4303,
208827162,87,2172,3.2312,3.4215,
208827162,88,2198,3.2165,3.3609,
208827162,89,2223,3.2898,3.3736,
208827162,90,2248,3.1986,3.405,
208827162,91,2273,3.2847,3.4039,
208827162,92,2299,3.2694,3.3824,
208827162,93,2324,3.2385,
208827162,94,2349,3.2803,
208827162,95,2374,3.261,
208827162,96,2400,3.2421,
208827162,97,2425,3.2636,
209049931,1,0,2.4299,2.5198,
209049931,2,25,2.435,2.5097,
209049931,3,51,2.4455,2.5095,
209049931,4,76,2.4252,2.5171,
209049931,5,101,2.4399,2.5253,
209049931,6,126,2.4359,2.53,
209049931,7,152,2.4435,2.5244,
209049931,8,177,2.4483,2.5264,
209049931,9,202,2.445,2.5057,
209049931,10,227,2.4369,2.5077,
209049931,11,253,2.448,2.5088,
209049931,12,278,2.4542,2.4897,
209049931,13,303,2.463,2.4964,
209049931,14,328,2.4515,2.5117,
209049931,15,354,2.478,2.501,
209049931,16,379,2.4669,2.5,
209049931,17,404,2.46,2.493,
209049931,18,429,2.4638,2.4922,
209049931,19,455,2.47,2.4976,
209049931,20,480,2.4637,2.498,
209049931,21,505,2.4519,2.4946,
209049931,22,530,2.4596,2.5165,
209049931,23,556,2.4706,2.4921,
209049931,24,581,2.472,2.497,
209049931,25,606,2.4699,2.5136,
209049931,26,631,2.477,2.5083,
209049931,27,657,2.4761,2.5072,
209049931,28,682,2.4899,2.5207,
209049931,29,707,2.4894,2.5312,
209049931,30,732,2.4895,2.5215,
209049931,31,758,2.4956,2.5203,
209049931,32,783,2.4874,2.5323,
209049931,33,808,2.4818,2.5385,
209049931,34,834,2.4783,2.5402,
209049931,35,859,2.4882,2.5484,
209049931,36,884,2.4681,2.5476,
209049931,37,909,2.472,2.5366,
209049931,38,935,2.4797,2.5521,
209049931,39,960,2.4771,2.5622,
209049931,40,985,2.4802,2.5559,
209049931,41,1010,2.4875,2.5583,
209049931,42,1036,2.4938,2.546,
209049931,43,1061,2.4845,2.5551,
209049931,44,1086,2.4728,2.5402,
209049931,45,1111,2.4702,2.5542,
209049931,46,1137,2.4851,2.5473,
209049931,47,1162,2.4878,2.5519,
209049931,48,1187,2.4767,2.5414,
209049931,49,1212,2.4859,2.5426,
209049931,50,1238,2.49,2.5434,
209049931,51,1263,2.4801,2.5401,
209049931,52,1288,2.4724,2.5348,
209049931,53,1313,2.47,2.5389,
209049931,54,1339,2.4715,2.5534,
209049931,55,1364,2.4844,2.5328,
209049931,56,1389,2.4621,2.5309,
209049931,57,1414,2.465,2.5352,
209049931,58,1440,2.4702,2.5302,
209049931,59,1465,2.4586,2.5414,
209049931,60,1490,2.4396,2.5159,
209049931,61,1515,2.4541,2.5236,
209049931,62,1541,2.4537,2.5251,
209049931,63,1566,2.4558,2.5169,
209049931,64,1591,2.4521,2.5208,
209049931,65,1616,2.4389,2.5138,
209049931,66,1642,2.4545,2.52,
209049931,67,1667,2.456,2.5189,
209049931,68,1692,2.4519,2.5059,
209049931,69,1718,2.4473,2.5062,
209049931,70,1743,2.4544,2.5069,
209049931,71,1768,2.4625,2.5136,
209049931,72,1793,2.4539,2.5081,
209049931,73,1819,2.4785,2.5125,
209049931,74,1844,2.4717,2.5222,
209049931,75,1869,2.4709,2.5254,
209049931,76,1894,2.4696,2.5288,
209049931,77,1920,2.4586,2.522,
209049931,78,1945,2.4582,2.5196,
209049931,79,1970,2.4675,2.5184,
209049931,80,1995,2.4625,2.5357,
209049931,81,2021,2.4642,2.5217,
209049931,82,2046,2.4658,2.5335,
209049931,83,2071,2.4525,2.5372,
209049931,84,2096,2.4732,2.5252,
209049931,85,2122,2.4538,2.534,
209049931,86,2147,2.4562,2.5183,
209049931,87,2172,2.4556,2.5237,
209049931,88,2197,2.5269,
209049931,89,2223,2.5166,
209049931,90,2248,2.5267,
209049931,91,2273,2.5111,
209049931,92,2298,2.519,
209049931,93,2324,2.5462,
209049931,94,2349,2.5477,
209049931,95,2374,2.5412,
209049931,96,2399,2.5425,
209049931,97,2425,2.5462,
209049931,98,2450,2.5527,
209154863,1,0,3.7036,3.7219,
209154863,2,25,3.7153,3.7216,
209154863,3,50,3.7122,3.7287,
209154863,4,76,3.7013,3.704,
209154863,5,101,3.6982,3.7115,
209154863,6,126,3.7012,3.7125,
209154863,7,151,3.6853,3.7033,
209154863,8,176,3.7052,3.7013,
209154863,9,201,3.6895,3.7011,
209154863,10,227,3.6906,3.6944,
209154863,11,252,3.689,3.6905,
209154863,12,277,3.6899,3.6972,
209154863,13,302,3.6962,3.7027,
209154863,14,327,3.6913,3.699,
209154863,15,353,3.7001,3.7028,
209154863,16,378,3.6944,3.6966,
209154863,17,403,3.6964,3.7023,
209154863,18,428,3.6951,3.6952,
209154863,19,453,3.6855,3.701,
209154863,20,479,3.6861,3.6981,
209154863,21,504,3.6962,3.7036,
209154863,22,529,3.6919,3.6951,
209154863,23,554,3.6901,3.7038,
209154863,24,579,3.6899,3.7038,
209154863,25,604,3.6986,3.7061,
209154863,26,630,3.699,3.709,
209154863,27,655,3.699,3.7141,
209154863,28,680,3.6867,3.7123,
209154863,29,705,3.7112,3.7038,
209154863,30,730,3.7112,3.7037,
209154863,31,756,3.7012,3.7255,
209154863,32,781,3.6989,3.7147,
209154863,33,806,3.7031,3.7125,
209154863,34,831,3.7073,3.7233,
209154863,35,856,3.7163,3.7292,
209154863,36,882,3.7186,3.7267,
209154863,37,907,3.7278,3.7323,
209154863,38,932,3.7303,3.7378,
209154863,39,957,3.7254,3.7308,
209154863,40,982,3.7197,3.7502,
209154863,41,1007,3.7257,3.7451,
209154863,42,1033,3.742,3.7556,
209154863,43,1058,3.7416,3.7516,
209154863,44,1083,3.7366,3.7616,
209154863,45,1108,3.7413,3.7581,
209154863,46,1133,3.756,3.7725,
209154863,47,1159,3.7604,3.7577,
209154863,48,1184,3.7524,3.7587,
209154863,49,1209,3.768,3.7768,
209154863,50,1234,3.7692,3.7722,
209154863,51,1259,3.7781,3.7745,
209154863,52,1285,3.7867,3.7727,
209154863,53,1310,3.7864,3.7776,
209154863,54,1335,3.7834,3.7872,
209154863,55,1360,3.7862,3.7952,
209154863,56,1385,3.7894,3.7933,
209154863,57,1410,3.7942,3.801,
209154863,58,1436,3.7841,3.8037,
209154863,59,1461,3.7832,3.8146,
209154863,60,1486,3.7849,3.807,
209154863,61,1511,3.787,3.796,
209154863,62,1536,3.784,3.7971,
209154863,63,1562,3.7731,3.7907,
209154863,64,1587,3.7648,3.7873,
209154863,65,1612,3.7546,3.7772,
209154863,66,1637,3.7479,3.7739,
209154863,67,1662,3.7391,3.7789,
209154863,68,1688,3.7348,3.7707,
209154863,69,1713,3.7182,3.7702,
209154863,70,1738,3.7242,3.7802,
209154863,71,1763,3.7165,3.7707,
209154863,72,1788,3.7075,3.7543,
209154863,73,1813,3.7085,3.7655,
209154863,74,1839,3.7137,3.7649,
209154863,75,1864,3.6996,3.7526,
209154863,76,1889,3.707,3.7575,
209154863,77,1914,3.7172,3.7525,
209154863,78,1939,3.7011,3.7574,
209154863,79,1965,3.7059,3.7681,
209154863,80,1990,3.7122,3.7624,
209154863,81,2015,3.6917,3.7764,
209154863,82,2040,3.6851,3.7619,
209154863,83,2065,3.7056,3.769,
209154863,84,2090,3.6929,3.7619,
209154863,85,2116,3.6864,3.7586,
209154863,86,2141,3.6943,3.7801,
209154863,87,2166,3.691,3.7823,
209154863,88,2191,3.6862,3.7673,
209154863,89,2216,3.6868,3.7761,
209154863,90,2242,3.6773,3.7682,
209154863,91,2267,3.6714,3.7773,
209154863,92,2292,3.6705,3.7759,
209154863,93,2317,3.6709,3.782,
209154863,94,2342,3.6632,3.7653,
209154863,95,2368,3.6581,3.765,
209154863,96,2393,3.6728,3.7589,
209154863,97,2418,3.6876,3.7754,
209154863,98,2443,3.679,3.7694,
209154863,99,2468,3.6703,3.7627,
209154863,100,2493,3.6818,3.7544,
209154863,101,2519,3.6882,3.7675,
209154863,102,2544,3.6624,3.753,
209154863,103,2569,3.6657,3.7454,
209154863,104,2594,3.6636,3.7373,
209154863,105,2619,3.6654,3.7427,
209154863,106,2645,3.661,3.7352,
209154863,107,2670,3.6711,3.737,
209154863,108,2695,3.6706,3.7331,
209154863,109,2720,3.666,3.7212,
209154863,110,2745,3.6618,3.7335,
209154863,111,2771,3.6707,3.7271,
209154863,112,2796,3.6723,3.7244,
209154863,113,2821,3.6665,3.7123,
209154863,114,2846,3.6664,3.7265,
209154863,115,2871,3.6641,3.7151,
209154863,116,2896,3.6623,3.7186,
209154863,117,2922,3.6716,3.7169,
209154863,118,2947,3.6629,3.7211,
209154863,119,2972,3.6579,3.717,
209154863,120,2997,3.6498,3.7207,
209154863,121,3022,3.668,3.7258,
209154863,122,3048,3.652,3.7208,
209154863,123,3073,3.6475,3.7287,
209154863,124,3098,3.6592,3.7469,
209154863,125,3123,3.6589,3.7404,
209154863,126,3148,3.6572,3.7478,
209154863,127,3174,3.6606,3.7426,
209154863,128,3199,3.6639,3.7466,
209154863,129,3224,3.6569,3.7522,
209154863,130,3249,3.653,3.7561,
209154863,131,3274,3.7499,
209154863,132,3299,3.759,
209154863,133,3325,3.7693,
209154863,134,3350,3.7728,
209154863,135,3375,3.7772,
314919309,1,0,3.4111,3.4847,
314919309,2,25,3.4022,3.5074,
314919309,3,50,3.4033,3.5081,
314919309,4,76,3.3941,3.5134,
314919309,5,101,3.4026,3.514,
314919309,6,126,3.3985,3.5268,
314919309,7,151,3.4084,3.5327,
314919309,8,177,3.4106,3.5369,
314919309,9,202,3.4063,3.5433,
314919309,10,227,3.4089,3.5355,
314919309,11,252,3.411,3.5279,
314919309,12,277,3.4152,3.534,
314919309,13,303,3.4162,3.5306,
314919309,14,328,3.4142,3.5278,
314919309,15,353,3.4092,3.5167,
314919309,16,378,3.4177,3.5145,
314919309,17,404,3.4152,3.5201,
314919309,18,429,3.4121,3.5148,
314919309,19,454,3.4046,3.5042,
314919309,20,479,3.4073,3.4983,
314919309,21,504,3.4066,3.4909,
314919309,22,530,3.3943,3.4906,
314919309,23,555,3.3938,3.4857,
314919309,24,580,3.3927,3.4833,
314919309,25,605,3.39,3.4882,
314919309,26,631,3.393,3.4799,
314919309,27,656,3.3884,3.4779,
314919309,28,681,3.3876,3.4805,
314919309,29,706,3.3919,3.476,
314919309,30,731,3.3907,3.4764,
314919309,31,757,3.3827,3.4749,
314919309,32,782,3.3955,3.4794,
314919309,33,807,3.393,3.4713,
314919309,34,832,3.398,3.4747,
314919309,35,858,3.3989,3.486,
314919309,36,883,3.3935,3.4786,
314919309,37,908,3.3924,3.4847,
314919309,38,933,3.3923,3.4819,
314919309,39,958,3.3953,3.487,
314919309,40,984,3.4024,3.4917,
314919309,41,1009,3.4021,3.4966,
314919309,42,1034,3.4003,3.503,
314919309,43,1059,3.3983,3.4979,
314919309,44,1085,3.3984,3.5043,
314919309,45,1110,3.4023,3.5037,
314919309,46,1135,3.4047,3.5108,
314919309,47,1160,3.4131,3.5126,
314919309,48,1185,3.4101,3.5157,
314919309,49,1211,3.4085,3.5096,
314919309,50,1236,3.4095,3.5161,
314919309,51,1261,3.4124,3.5144,
314919309,52,1286,3.4095,3.5137,
314919309,53,1312,3.4122,3.5159,
314919309,54,1337,3.4075,3.514,
314919309,55,1362,3.409,3.5171,
314919309,56,1387,3.4067,3.5141,
314919309,57,1412,3.403,3.5109,
314919309,58,1438,3.4159,3.5144,
314919309,59,1463,3.4269,3.5171,
314919309,60,1488,3.4324,3.5204,
314919309,61,1513,3.4443,3.5221,
314919309,62,1538,3.4463,3.5197,
314919309,63,1564,3.4493,3.5255,
314919309,64,1589,3.4549,3.5312,
314919309,65,1614,3.4669,3.5332,
314919309,66,1639,3.4748,3.529,
314919309,67,1665,3.4688,3.5278,
314919309,68,1690,3.4645,3.5333,
314919309,69,1715,3.4565,3.5284,
314919309,70,1740,3.4459,3.52,
314919309,71,1765,3.4379,3.5122,
314919309,72,1791,3.4289,3.5137,
314919309,73,1816,3.4219,3.5162,
314919309,74,1841,3.4161,3.5106,
314919309,75,1866,3.3996,3.5106,
314919309,76,1892,3.3919,3.5103,
314919309,77,1917,3.3831,3.5027,
314919309,78,1942,3.3659,3.5,
314919309,79,1967,3.3639,3.4986,
314919309,80,1992,3.348,3.4948,
314919309,81,2018,3.3486,3.4954,
314919309,82,2043,3.3485,3.497,
314919309,83,2068,3.3463,3.4756,
314919309,84,2093,3.3386,3.4884,
314919309,85,2119,3.3353,3.474,
314919309,86,2144,3.3309,3.4686,
314919309,87,2169,3.3374,3.4789,
314919309,88,2194,3.336,3.4655,
314919309,89,2219,3.3357,3.4617,
314919309,90,2245,3.3422,3.4645,
314919309,91,2270,3.3454,3.4592,
314919309,92,2295,3.3458,3.4657,
314919309,93,2320,3.3392,3.4599,
314919309,94,2346,3.3432,3.4553,
314919309,95,2371,3.352,3.4539,
314919309,96,2396,3.3578,3.4538,
314919309,97,2421,3.3643,3.4438,
314919309,98,2446,3.3651,3.4498,
314919309,99,2472,3.3634,3.446,
314919309,100,2497,3.3604,3.4392,
314919309,101,2522,3.3648,3.4465,
314919309,102,2547,3.3629,3.4471,
314919309,103,2573,3.3712,3.4506,
314919309,104,2598,3.3749,3.4475,
314919309,105,2623,3.3821,3.4608,
314919309,106,2648,3.3894,3.4614,
314919309,107,2673,3.387,3.4602,
314919309,108,2699,3.387,3.4668,
314919309,109,2724,3.3875,3.4724,
314919309,110,2749,3.3877,3.4728,
314919309,111,2774,3.3869,3.4676,
314919309,112,2800,3.3977,3.4759,
314919309,113,2825,3.3849,
314919309,114,2850,3.392,
318657061,1,0,3.1241,3.1064,
318657061,2,25,3.1184,3.1252,
318657061,3,50,3.1149,3.1145,
318657061,4,76,3.1128,3.1217,
318657061,5,101,3.1131,3.1253,
318657061,6,126,3.1246,3.128,
318657061,7,151,3.1131,3.1272,
318657061,8,176,3.1173,3.1305,
318657061,9,202,3.1173,3.1403,
318657061,10,227,3.1249,3.142,
318657061,11,252,3.1296,3.1413,
318657061,12,277,3.1238,3.146,
318657061,13,303,3.1217,3.1521,
318657061,14,328,3.1296,3.1566,
318657061,15,353,3.1128,3.1635,
318657061,16,378,3.1069,3.1559,
318657061,17,403,3.1125,3.1652,
318657061,18,429,3.1075,3.1583,
318657061,19,454,3.1122,3.1556,
318657061,20,479,3.1017,3.155,
318657061,21,504,3.111,3.1652,
318657061,22,529,3.0945,3.1571,
318657061,23,555,3.0886,3.1471,
318657061,24,580,3.0925,3.1497,
318657061,25,605,3.0961,3.157,
318657061,26,630,3.097,3.1564,
318657061,27,655,3.0996,3.1587,
318657061,28,681,3.0964,3.1503,
318657061,29,706,3.1037,3.1545,
318657061,30,731,3.1007,3.1497,
318657061,31,756,3.1005,3.1594,
318657061,32,782,3.0968,3.1549,
318657061,33,807,3.1103,3.1566,
318657061,34,832,3.091,3.1564,
318657061,35,857,3.1083,3.1586,
318657061,36,882,3.0971,3.1504,
318657061,37,908,3.0953,3.1518,
318657061,38,933,3.1046,3.1522,
318657061,39,958,3.0905,3.142,
318657061,40,983,3.1033,3.1423,
318657061,41,1008,3.0965,3.1443,
318657061,42,1034,3.1019,3.1417,
318657061,43,1059,3.0951,3.1454,
318657061,44,1084,3.1022,3.1485,
318657061,45,1109,3.1014,3.1382,
318657061,46,1134,3.0994,3.1446,
318657061,47,1160,3.1042,3.1407,
318657061,48,1185,3.1012,3.1443,
318657061,49,1210,3.0973,3.1508,
318657061,50,1235,3.1045,3.1506,
318657061,51,1261,3.0983,3.1485,
318657061,52,1286,3.0955,3.1403,
318657061,53,1311,3.1121,3.141,
318657061,54,1336,3.1089,3.1437,
318657061,55,1361,3.1068,3.1349,
318657061,56,1387,3.0971,3.1399,
318657061,57,1412,3.1019,3.1344,
318657061,58,1437,3.0892,3.1319,
318657061,59,1462,3.0944,3.1322,
318657061,60,1487,3.0905,3.1193,
318657061,61,1513,3.0878,3.1228,
318657061,62,1538,3.0892,3.1196,
318657061,63,1563,3.09,3.1098,
318657061,64,1588,3.0944,3.1004,
318657061,65,1613,3.0974,3.1076,
318657061,66,1639,3.1062,3.1112,
318657061,67,1664,3.0917,3.0989,
318657061,68,1689,3.0995,3.1068,
318657061,69,1714,3.0954,3.105,
318657061,70,1739,3.1094,3.1043,
318657061,71,1765,3.109,3.1064,
318657061,72,1790,3.1075,3.1073,
318657061,73,1815,3.1055,3.1053,
318657061,74,1840,3.113,3.1146,
318657061,75,1866,3.113,3.1142,
318657061,76,1891,3.1056,3.1149,
318657061,77,1916,3.1012,3.123,
318657061,78,1941,3.096,3.1237,
318657061,79,1966,3.1097,3.1125,
318657061,80,1992,3.0935,3.1261,
318657061,81,2017,3.103,3.1206,
318657061,82,2042,3.0936,3.1218,
318657061,83,2067,3.0886,3.1243,
318657061,84,2092,3.0988,3.1079,
318657061,85,2118,3.093,3.1158,
318657061,86,2143,3.096,3.1137,
318657061,87,2168,3.1009,3.1029,
318657061,88,2193,3.0897,3.1088,
318657061,89,2218,3.1036,3.1068,
318657061,90,2244,3.0961,3.0953,
318657061,91,2269,3.0931,3.0984,
318657061,92,2294,3.1021,3.1093,
318657061,93,2319,3.1026,3.0943,
318657061,94,2345,3.1052,3.0954,
318657061,95,2370,3.101,3.086,
318657061,96,2395,3.0949,3.0737,
318657061,97,2420,3.1029,3.0759,
318657061,98,2445,3.1016,3.0771,
318657061,99,2471,3.1011,3.0739,
318657061,100,2496,3.1047,3.0787,
318657061,101,2521,3.1099,3.0828,
318657061,102,2546,3.1075,3.0777,
318657061,103,2571,3.1222,3.0792,
318657061,104,2597,3.1175,3.0697,
318657061,105,2622,3.1112,3.0809,
318657061,106,2647,3.1161,3.0575,
318657061,107,2672,3.1152,3.0442,
318657061,108,2697,3.1113,3.0642,
318657061,109,2723,3.1161,3.0692,
318657061,110,2748,3.1157,3.0664,
318657061,111,2773,3.1187,3.0682,
318657061,112,2798,3.1151,3.0764,
318657061,113,2824,3.1143,3.0823,
318657061,114,2849,3.1221,3.0709,
318657061,115,2874,3.119,3.0694,
318657061,116,2899,3.1069,3.0685,
318657061,117,2924,3.1174,3.0724,
318657061,118,2950,3.1246,3.079,
318657061,119,2975,3.0907,
318657061,120,3000,3.0802,
324124114,1,0,3.2329,3.1554,
324124114,2,25,3.2406,3.1652,
324124114,3,51,3.2314,3.1424,
324124114,4,76,3.2286,3.1519,
324124114,5,101,3.2179,3.1646,
324124114,6,126,3.2294,3.1587,
324124114,7,152,3.2154,3.1699,
324124114,8,177,3.2104,3.1627,
324124114,9,202,3.2261,3.169,
324124114,10,227,3.2296,3.1611,
324124114,11,253,3.2306,3.1762,
324124114,12,278,3.2461,3.1746,
324124114,13,303,3.2415,3.1863,
324124114,14,328,3.2424,3.1827,
324124114,15,354,3.2368,3.1785,
324124114,16,379,3.2583,3.1838,
324124114,17,404,3.259,3.1795,
324124114,18,429,3.2641,3.1772,
324124114,19,455,3.2449,3.1851,
324124114,20,480,3.2596,3.1943,
324124114,21,505,3.2725,3.1889,
324124114,22,531,3.2757,3.1989,
324124114,23,556,3.2719,3.1936,
324124114,24,581,3.2798,3.1902,
324124114,25,606,3.2853,3.188,
324124114,26,632,3.2783,3.1923,
324124114,27,657,3.2792,3.197,
324124114,28,682,3.2955,3.1916,
324124114,29,707,3.2652,3.2065,
324124114,30,733,3.2782,3.1819,
324124114,31,758,3.2832,3.2041,
324124114,32,783,3.274,3.2006,
324124114,33,808,3.279,3.2118,
324124114,34,834,3.2471,3.2005,
324124114,35,859,3.2452,3.201,
324124114,36,884,3.2356,3.1936,
324124114,37,909,3.2313,3.2095,
324124114,38,935,3.2351,3.1973,
324124114,39,960,3.2404,3.1984,
324124114,40,985,3.2404,3.2041,
324124114,41,1011,3.2353,3.2088,
324124114,42,1036,3.2271,3.2099,
324124114,43,1061,3.2289,3.2121,
324124114,44,1086,3.2529,3.2039,
324124114,45,1112,3.2418,3.2041,
324124114,46,1137,3.2471,3.2051,
324124114,47,1162,3.2382,3.2057,
324124114,48,1187,3.2356,3.2013,
324124114,49,1213,3.2332,3.1965,
324124114,50,1238,3.233,3.1982,
324124114,51,1263,3.224,3.2061,
324124114,52,1288,3.2183,3.1856,
324124114,53,1314,3.2049,3.2,
324124114,54,1339,3.2006,3.204,
324124114,55,1364,3.209,3.1723,
324124114,56,1389,3.2274,3.181,
324124114,57,1415,3.2284,3.1841,
324124114,58,1440,3.2219,3.1978,
324124114,59,1465,3.2142,3.1839,
