device_time_stamp,system_time_stamp,UTC,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,left_gaze_point_in_user_coordinate_system_x,left_gaze_point_in_user_coordinate_system_y,left_gaze_point_in_user_coordinate_system_z,left_gaze_origin_in_trackbox_coordinate_system_x,left_gaze_origin_in_trackbox_coordinate_system_y,left_gaze_origin_in_trackbox_coordinate_system_z,left_gaze_origin_in_user_coordinate_system_x,left_gaze_origin_in_user_coordinate_system_y,left_gaze_origin_in_user_coordinate_system_z,left_pupil_diameter,left_pupil_validity,left_gaze_origin_validity,left_gaze_point_validity,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,right_gaze_point_in_user_coordinate_system_x,right_gaze_point_in_user_coordinate_system_y,right_gaze_point_in_user_coordinate_system_z,right_gaze_origin_in_trackbox_coordinate_system_x,right_gaze_origin_in_trackbox_coordinate_system_y,right_gaze_origin_in_trackbox_coordinate_system_z,right_gaze_origin_in_user_coordinate_system_x,right_gaze_origin_in_user_coordinate_system_y,right_gaze_origin_in_user_coordinate_system_z,right_pupil_diameter,right_pupil_validity,right_gaze_origin_validity,right_gaze_point_validity
5856773424,4141095491571,14710.054636001587,0.3383071720600128,0.355149507522583,-60.89546203613281,191.31329345703125,64.71575927734375,0.5809939503669739,0.49783408641815186,0.531429648399353,-37.386837005615234,0.9997807741165161,659.4288940429688,2.937469482421875,1,1,1,0.4807167649269104,0.3974815011024475,-7.519927978515625,179.6216278076172,59.75293731689453,0.42621585726737976,0.4995233118534088,0.5312508344650269,34.05601119995117,0.2200266718864441,659.375244140625,2.8817291259765625,1,1,1
5856781757,4141095499904,14719.027042388916,0.3309065103530884,0.35118338465690613,-63.66925811767578,192.40869140625,65.18073272705078,0.5811492204666138,0.4977670907974243,0.5313681960105896,-37.45744323730469,1.030683994293213,659.4104614257812,,0,1,1,0.4861759543418884,0.3903886675834656,-5.4738006591796875,181.58059692382812,60.58447265625,0.42639806866645813,0.499449223279953,0.5309596657752991,33.96739959716797,0.25418442487716675,659.2879028320312,,0,1,1
5856790091,4141095508239,14727.054834365845,0.3316628336906433,0.3641544580459595,-63.385780334472656,188.8262176513672,63.66006088256836,0.5813860893249512,0.4976730942726135,0.5315187573432922,-37.569358825683594,1.0741420984268188,659.4556274414062,,0,1,1,0.4966006278991699,0.3919633626937866,-1.5666046142578125,181.14569091796875,60.39986038208008,0.42667046189308167,0.49924448132514954,0.5308080911636353,33.839359283447266,0.3486514687538147,659.242431640625,,0,1,1
5856798413,4141095516561,14736.06538772583,0.32876259088516235,0.36463940143585205,-64.4728012084961,188.69229125976562,63.603206634521484,0.581493079662323,0.4975748658180237,0.5317919850349426,-37.623435974121094,1.1196248531341553,659.53759765625,2.9547271728515625,1,1,1,0.49864447116851807,0.40072181820869446,-0.800567626953125,178.7266845703125,59.3730583190918,0.42679065465927124,0.4991858899593353,0.5305922627449036,33.780574798583984,0.37564465403556824,659.1776733398438,2.94207763671875,1,1,1
5856806753,4141095524901,14744.027376174927,0.33828359842300415,0.3775463104248047,-60.904296875,185.12753295898438,62.090057373046875,0.5815896987915039,0.4975333511829376,0.5318328738212585,-37.66873550415039,1.138809084892273,659.5498657226562,,0,1,1,0.4993484616279602,0.40137889981269836,-0.536712646484375,178.54519653320312,59.296024322509766,0.4268978536128998,0.49914807081222534,0.5300437211990356,33.722686767578125,0.3929974138736725,659.0131225585938,,0,1,1
5856815089,4141095533237,14752.055644989014,0.34325602650642395,0.36527636647224426,-59.040618896484375,188.516357421875,63.528533935546875,0.5817520618438721,0.4974861741065979,0.5321040749549866,-37.74834442138672,1.1607378721237183,659.6312255859375,,0,1,1,0.48362916707992554,0.40047314763069153,-6.4283447265625,178.7953643798828,59.4022102355957,0.42710503935813904,0.49896377325057983,0.5296134352684021,33.62052536010742,0.4779260754585266,658.884033203125,,0,1,1
5856823420,4141095541567,14760.058641433716,0.3478664755821228,0.3649531602859497,-57.31260681152344,188.60562133789062,63.56642532348633,0.5818101763725281,0.49744439125061035,0.5324255228042603,-37.78070068359375,1.1801984310150146,659.7276611328125,2.9197540283203125,1,1,1,0.48422014713287354,0.3984926640987396,-6.20684814453125,179.34234619140625,59.63439178466797,0.4271722435951233,0.49893903732299805,0.5289707183837891,33.5797004699707,0.48919734358787537,658.6912231445312,2.866180419921875,1,1,1
5856831754,4141095549901,14769.027471542358,0.34687256813049316,0.35391467809677124,-57.68513488769531,191.6543426513672,64.86053466796875,0.5818549394607544,0.4975597858428955,0.532558798789978,-37.80366897583008,1.1269779205322266,659.7676391601562,,0,1,1,0.4803348481655121,0.3933885991573334,-7.6630706787109375,180.75204467773438,60.23277282714844,0.4272424578666687,0.499033123254776,0.5280279517173767,33.53291702270508,0.4456196129322052,658.4083862304688,,0,1,1
5856840076,4141095558223,14777.054786682129,0.34029272198677063,0.34977227449417114,-60.151275634765625,192.79843139648438,65.3461685180664,0.5819783806800842,0.4977104365825653,0.5329598188400269,-37.86758041381836,1.057596206665039,659.887939453125,,0,1,1,0.4774503707885742,0.40383678674697876,-8.744186401367188,177.86636352539062,59.007869720458984,0.4273810386657715,0.49905282258987427,0.5273392796516418,33.458553314208984,0.4364074170589447,658.2017822265625,,0,1,1
5856848417,4141095566564,14786.064147949219,0.3354649543762207,0.35309794545173645,-61.96073913574219,191.87991333007812,64.95628356933594,0.5820104479789734,0.49784716963768005,0.5334901809692383,-37.891517639160156,0.9946793913841248,660.0470581054688,2.99615478515625,1,1,1,0.473904013633728,0.3981436491012573,-10.0733642578125,179.43875122070312,59.67531204223633,0.42743682861328125,0.49918392300605774,0.526755154132843,33.423946380615234,0.3759021759033203,658.0265502929688,2.84136962890625,1,1,1
5856856748,4141095574895,14794.035196304321,0.3355500102043152,0.358228862285614,-61.928855895996094,190.46279907226562,64.35475158691406,0.5820574164390564,0.49796441197395325,0.5338114500045776,-37.91877365112305,0.9406514763832092,660.1434326171875,,0,1,1,0.4758022427558899,0.4003235101699829,-9.361907958984375,178.83670043945312,59.41975402832031,0.4275017976760864,0.49930378794670105,0.525995671749115,33.382450103759766,0.320580393075943,657.7987060546875,,0,1,1
5856865075,4141095583222,14802.054405212402,0.34132665395736694,0.3604699671268463,-59.763755798339844,189.84384155273438,64.09201049804688,0.582181990146637,0.4980337917804718,0.534389853477478,-37.986305236816406,0.9088293313980103,660.3169555664062,,0,1,1,0.4906083345413208,0.3806764781475067,-3.812530517578125,184.26300048828125,61.723087310791016,0.4276350736618042,0.4992324411869049,0.5256844162940979,33.31635284423828,0.35337623953819275,657.705322265625,,0,1,1
5856873414,4141095591561,14811.054944992065,0.33947324752807617,0.3572448492050171,-60.458412170410156,190.73458862304688,64.4701156616211,0.5822144746780396,0.4980432391166687,0.5351247191429138,-38.01401138305664,0.904756486415863,660.5374145507812,2.94580078125,1,1,1,0.4897858798503876,0.3921242952346802,-4.12078857421875,181.10122680664062,60.3809928894043,0.42767858505249023,0.49922457337379456,0.5256463885307312,33.295745849609375,0.3570006489753723,657.6939086914062,2.893463134765625,1,1,1
5856881746,4141095599893,14819.026947021484,0.3364056944847107,0.35198938846588135,-61.60814666748047,192.18609619140625,65.08624267578125,0.5822539329528809,0.49805375933647156,0.5356485843658447,-38.04130554199219,0.90010666847229,660.694580078125,,0,1,1,0.4869399070739746,0.394167423248291,-5.187469482421875,180.5369415283203,60.1414680480957,0.42776113748550415,0.4992210865020752,0.525516152381897,33.255767822265625,0.35857701301574707,657.6548461914062,,0,1,1
5856890084,4141095608231,14827.054977416992,0.3291534185409546,0.3536945581436157,-64.3263168334961,191.71514892578125,64.88633728027344,0.5823906064033508,0.49802714586257935,0.5364416241645813,-38.118228912353516,0.9127514362335205,660.9324951171875,,0,1,1,0.47863203287124634,0.392871618270874,-8.301284790039062,180.89483642578125,60.29338073730469,0.427906334400177,0.49904558062553406,0.5258420705795288,33.19385528564453,0.4394339323043823,657.7526245117188,,0,1,1
5856898403,4141095616550,14835.054397583008,0.33057013154029846,0.35127291083335876,-63.79533386230469,192.38397216796875,65.17024230957031,0.582419216632843,0.4979977011680603,0.5373571515083313,-38.14731979370117,0.9267472624778748,661.2071533203125,2.9415130615234375,1,1,1,0.4803786277770996,0.3879985809326172,-7.6466522216796875,182.24072265625,60.86467742919922,0.42793992161750793,0.49901485443115234,0.5263631343841553,33.186283111572266,0.4536982476711273,657.908935546875,2.849884033203125,1,1,1
5856906745,4141095624892,14844.05493736267,0.3292831778526306,0.35248658061027527,-64.2776870727539,192.04876708984375,65.0279541015625,0.5824488997459412,0.49803006649017334,0.5380114912986755,-38.17239761352539,0.9120457768440247,661.4034423828125,,0,1,1,0.47998684644699097,0.3901251256465912,-7.7935028076171875,181.65338134765625,60.6153678894043,0.4279859960079193,0.4990495443344116,0.5267624855041504,33.17110061645508,0.43779680132865906,658.0287475585938,,0,1,1
5856915082,4141095633229,14852.054834365845,0.3303011357784271,0.35339680314064026,-63.896148681640625,191.79737854003906,64.9212417602539,0.5825625658035278,0.49810531735420227,0.5389015674591064,-38.240455627441406,0.8775653839111328,661.6704711914062,,0,1,1,0.4739568829536438,0.40287142992019653,-10.053543090820312,178.1329803466797,59.12104415893555,0.4280874729156494,0.49899759888648987,0.5275995135307312,33.136993408203125,0.4618983268737793,658.2798461914062,,0,1,1
5856923410,4141095641557,14861.05489730835,0.328686386346817,0.3440309762954712,-64.5013656616211,194.38412475585938,66.01925659179688,0.5825485587120056,0.4981478452682495,0.5398211479187012,-38.249900817871094,0.8582227230072021,661.9463500976562,2.860748291015625,1,1,1,0.4755754768848419,0.39641791582107544,-9.4468994140625,179.91537475585938,59.877628326416016,0.428072452545166,0.4990801215171814,0.5285396575927734,33.158111572265625,0.4240526258945465,658.5618896484375,2.8212738037109375,1,1,1
5856931741,4141095649888,14869.055271148682,0.3185620605945587,0.33779799938201904,-68.29598999023438,196.10560607910156,66.74998474121094,0.5825679898262024,0.49825161695480347,0.5404134392738342,-38.26918029785156,0.8103513717651367,662.1240234375,,0,1,1,0.479209303855896,0.3959377408027649,-8.084930419921875,180.04800415039062,59.933921813964844,0.4281119108200073,0.4992189109325409,0.5292079448699951,33.1500129699707,0.36018258333206177,658.7623901367188,,0,1,1
5856940079,4141095658226,14877.055406570435,0.3194130063056946,0.33579814434051514,-67.97705078125,196.657958984375,66.98443603515625,0.5826798677444458,0.4983019232749939,0.541159451007843,-38.333988189697266,0.7872990369796753,662.3478393554688,,0,1,1,0.4802395701408386,0.39364880323410034,-7.6987762451171875,180.68017578125,60.202266693115234,0.42820051312446594,0.49917998909950256,0.5300840139389038,33.12236785888672,0.37828314304351807,659.0252075195312,,0,1,1
