device_time_stamp,system_time_stamp,UTC,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,left_gaze_point_in_user_coordinate_system_x,left_gaze_point_in_user_coordinate_system_y,left_gaze_point_in_user_coordinate_system_z,left_gaze_origin_in_trackbox_coordinate_system_x,left_gaze_origin_in_trackbox_coordinate_system_y,left_gaze_origin_in_trackbox_coordinate_system_z,left_gaze_origin_in_user_coordinate_system_x,left_gaze_origin_in_user_coordinate_system_y,left_gaze_origin_in_user_coordinate_system_z,left_pupil_diameter,left_pupil_validity,left_gaze_origin_validity,left_gaze_point_validity,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,right_gaze_point_in_user_coordinate_system_x,right_gaze_point_in_user_coordinate_system_y,right_gaze_point_in_user_coordinate_system_z,right_gaze_origin_in_trackbox_coordinate_system_x,right_gaze_origin_in_trackbox_coordinate_system_y,right_gaze_origin_in_trackbox_coordinate_system_z,right_gaze_origin_in_user_coordinate_system_x,right_gaze_origin_in_user_coordinate_system_y,right_gaze_origin_in_user_coordinate_system_z,right_pupil_diameter,right_pupil_validity,right_gaze_origin_validity,right_gaze_point_validity
8853318338,4659287682926,17637,0.4556741714477539,0.3599216043949127,-16.905960083007812,189.99530029296875,64.15630340576172,0.5598782300949097,0.5256572365760803,0.8247389793395996,-31.3280086517334,-13.423728942871094,747.4216918945312,,0,1,1,0.6338081359863281,0.30787092447280884,49.85917663574219,204.37115478515625,70.25850677490234,0.43738698959350586,0.5212616920471191,0.8095056414604187,32.55853271484375,-11.056013107299805,742.8516845703125,,0,1,1
8853326674,4659287691264,17645,0.44355595111846924,0.39524999260902405,-21.447906494140625,180.23794555664062,60.014549255371094,0.559767484664917,0.5255699157714844,0.8247635960578918,-31.270376205444336,-13.378186225891113,747.4290771484375,,0,1,1,0.6371311545372009,0.3133147656917572,51.10466003417969,202.8676300048828,69.62029266357422,0.43726152181625366,0.5212998390197754,0.8095428347587585,32.6242561340332,-11.075998306274414,742.8628540039062,,0,1,1
8853335005,4659287699596,17653,0.4398183226585388,0.3784959316253662,-22.848785400390625,184.86524963378906,61.97872543334961,0.5596100091934204,0.5255082845687866,0.8248651027679443,-31.189250946044922,-13.346484184265137,747.4595336914062,2.89117431640625,1,1,1,0.6335591077804565,0.32480740547180176,49.765838623046875,199.6934814453125,68.27294158935547,0.43708765506744385,0.5212634801864624,0.8098766803741455,32.71908950805664,-11.058586120605469,742.9630126953125,3.0653076171875,1,1,1
8853343335,4659287707928,17662,0.4534774422645569,0.3994389474391937,-17.72930908203125,179.08099365234375,59.52345657348633,0.559404194355011,0.5254402756690979,0.8247729539871216,-31.08041763305664,-13.310404777526855,747.431884765625,,0,1,1,0.6352096199989319,0.32108983397483826,50.38446044921875,200.72024536132812,68.70877075195312,0.43697941303253174,0.5212118029594421,0.8099977374076843,32.77696990966797,-11.032241821289062,742.9993286132812,,0,1,1
8853351683,4659287716277,17670,0.4547502398490906,0.40036433935165405,-17.25225830078125,178.82540893554688,59.41496658325195,0.559338390827179,0.5253219604492188,0.8253035545349121,-31.05259895324707,-13.251314163208008,747.591064453125,,0,1,1,0.6174430847167969,0.35960283875465393,43.72550964355469,190.08334350585938,64.19367218017578,0.4368678033351898,0.5212119221687317,0.8129673004150391,32.8744010925293,-11.045549392700195,743.8901977539062,,0,1,1
8853360014,4659287724610,17678,0.4470127820968628,0.4043958783149719,-20.15228271484375,177.71194458007812,58.942325592041016,0.55915766954422,0.5252225399017334,0.826082170009613,-30.967695236206055,-13.203413963317871,747.8246459960938,2.8045806884765625,1,1,1,0.6238829493522644,0.3621831238269806,46.139190673828125,189.3706817626953,63.891170501708984,0.4367385506629944,0.5211822986602783,0.8146917819976807,32.96461868286133,-11.037793159484863,744.4075317382812,3.0693359375,1,1,1
8853368344,4659287732942,17686,0.4311164617538452,0.37334272265434265,-26.110260009765625,186.28851318359375,62.58286666870117,0.5589624047279358,0.5251432657241821,0.8261328339576721,-30.866117477416992,-13.162206649780273,747.83984375,,0,1,1,0.6263715028762817,0.3944922685623169,47.0718994140625,180.4472198486328,60.1033821105957,0.43652239441871643,0.5211289525032043,0.8165240287780762,33.10166931152344,-11.018128395080566,744.9572143554688,,0,1,1
8853376680,4659287741279,17694,0.4329606890678406,0.3543040156364441,-25.419036865234375,191.54681396484375,64.81488037109375,0.5588737726211548,0.5250923037528992,0.826007068157196,-30.818153381347656,-13.134862899780273,747.8021240234375,,0,1,1,,,,,,,,,,,,,0,0,0
8853384998,4659287749600,17703,0.43914490938186646,0.34816935658454895,-23.101181030273438,193.24114990234375,65.53408813476562,0.5586856007575989,0.525056779384613,0.8254044651985168,-30.71223258972168,-13.113094329833984,747.621337890625,2.850311279296875,1,1,1,0.6218913793563843,0.3937559127807617,45.39274597167969,180.65060424804688,60.1897087097168,0.4362584948539734,0.5212072134017944,0.8177303075790405,33.25542449951172,-11.064311027526855,745.319091796875,3.153778076171875,1,1,1
8853393341,4659287757944,17711,0.4444628953933716,0.40825632214546204,-21.107986450195312,176.64572143554688,58.489742279052734,0.5585041642189026,0.5249916315078735,0.8253511786460876,-30.616621017456055,-13.078715324401855,747.6053466796875,,0,1,1,0.6228747963905334,0.371999591588974,45.761322021484375,186.65948486328125,62.74032974243164,0.43614888191223145,0.5211961269378662,0.8179600238800049,33.31569290161133,-11.059535026550293,745.3880004882812,,0,1,1
