Event,RecordingTimestamp
!E TRIAL_EVENT_VAR stimulus_off,74932
TRIAL_END,75439
TRIALID,75456
!E TRIAL_EVENT_VAR fixation,75457
!E TRIAL_EVENT_VAR stimulus_on,76465
!E TRIAL_EVENT_VAR stimulus_off,78471
TRIAL_END,78977
TRIALID,78992
!E TRIAL_EVENT_VAR fixation,78994
!E TRIAL_EVENT_VAR stimulus_on,80001
!E TRIAL_EVENT_VAR stimulus_off,82006
TRIAL_END,82514
TRIALID,82529
!E TRIAL_EVENT_VAR fixation,82530
!E TRIAL_EVENT_VAR stimulus_on,83538
!E TRIAL_EVENT_VAR stimulus_off,85543
TRIAL_END,86050
TRIALID,86065
!E TRIAL_EVENT_VAR fixation,86066
!E TRIAL_EVENT_VAR stimulus_on,87074
!E TRIAL_EVENT_VAR stimulus_off,89079
TRIAL_END,89586
TRIALID,94115
!E TRIAL_EVENT_VAR fixation,94117
!E TRIAL_EVENT_VAR stimulus_on,95127
!E TRIAL_EVENT_VAR stimulus_off,97131
TRIAL_END,97639
TRIALID,97656
!E TRIAL_EVENT_VAR fixation,97657
!E TRIAL_EVENT_VAR stimulus_on,98664
!E TRIAL_EVENT_VAR stimulus_off,100669
TRIAL_END,101177
TRIALID,101194
!E TRIAL_EVENT_VAR fixation,101196
!E TRIAL_EVENT_VAR stimulus_on,102203
!E TRIAL_EVENT_VAR stimulus_off,104207
TRIAL_END,104715
TRIALID,104730
!E TRIAL_EVENT_VAR fixation,104731
!E TRIAL_EVENT_VAR stimulus_on,105740
!E TRIAL_EVENT_VAR stimulus_off,107746
TRIAL_END,108253
TRIALID,108266
!E TRIAL_EVENT_VAR fixation,108268
!E TRIAL_EVENT_VAR stimulus_on,109275
!E TRIAL_EVENT_VAR stimulus_off,111280
TRIAL_END,111787
TRIALID,111803
!E TRIAL_EVENT_VAR fixation,111804
!E TRIAL_EVENT_VAR stimulus_on,112813
!E TRIAL_EVENT_VAR stimulus_off,114818
TRIAL_END,115325
TRIALID,115339
!E TRIAL_EVENT_VAR fixation,115340
!E TRIAL_EVENT_VAR stimulus_on,116347
!E TRIAL_EVENT_VAR stimulus_off,118353
TRIAL_END,118860
TRIALID,118876
!E TRIAL_EVENT_VAR fixation,118880
!E TRIAL_EVENT_VAR stimulus_on,119889
!E TRIAL_EVENT_VAR stimulus_off,121893
TRIAL_END,122400
TRIALID,122411
!E TRIAL_EVENT_VAR fixation,122412
!E TRIAL_EVENT_VAR stimulus_on,123419
!E TRIAL_EVENT_VAR stimulus_off,125424
TRIAL_END,125932
TRIALID,125948
!E TRIAL_EVENT_VAR fixation,125949
!E TRIAL_EVENT_VAR stimulus_on,126957
!E TRIAL_EVENT_VAR stimulus_off,128962
TRIAL_END,129469
TRIALID,129484
!E TRIAL_EVENT_VAR fixation,129486
!E TRIAL_EVENT_VAR stimulus_on,130493
!E TRIAL_EVENT_VAR stimulus_off,132498
TRIAL_END,133005
TRIALID,133020
!E TRIAL_EVENT_VAR fixation,133022
!E TRIAL_EVENT_VAR stimulus_on,134028
!E TRIAL_EVENT_VAR stimulus_off,136035
TRIAL_END,136541
TRIALID,136556
!E TRIAL_EVENT_VAR fixation,136558
!E TRIAL_EVENT_VAR stimulus_on,137564
!E TRIAL_EVENT_VAR stimulus_off,139571
TRIAL_END,140078
TRIALID,140092
!E TRIAL_EVENT_VAR fixation,140094
!E TRIAL_EVENT_VAR stimulus_on,141102
!E TRIAL_EVENT_VAR stimulus_off,143108
TRIAL_END,143615
TRIALID,143629
!E TRIAL_EVENT_VAR fixation,143631
!E TRIAL_EVENT_VAR stimulus_on,144637
!E TRIAL_EVENT_VAR stimulus_off,146643
TRIAL_END,147151
TRIALID,176603
!E TRIAL_EVENT_VAR fixation,176605
!E TRIAL_EVENT_VAR stimulus_on,177616
!E TRIAL_EVENT_VAR stimulus_off,179621
TRIAL_END,180128
TRIALID,180142
!E TRIAL_EVENT_VAR fixation,180144
!E TRIAL_EVENT_VAR stimulus_on,181151
!E TRIAL_EVENT_VAR stimulus_off,183156
TRIAL_END,183663
TRIALID,183678
!E TRIAL_EVENT_VAR fixation,183679
!E TRIAL_EVENT_VAR stimulus_on,184687
!E TRIAL_EVENT_VAR stimulus_off,186692
TRIAL_END,187200
TRIALID,187215
!E TRIAL_EVENT_VAR fixation,187219
!E TRIAL_EVENT_VAR stimulus_on,188228
!E TRIAL_EVENT_VAR stimulus_off,190235
TRIAL_END,190742
TRIALID,190751
!E TRIAL_EVENT_VAR fixation,190752
!E TRIAL_EVENT_VAR stimulus_on,191759
!E TRIAL_EVENT_VAR stimulus_off,193765
TRIAL_END,194272
TRIALID,194287
!E TRIAL_EVENT_VAR fixation,194289
!E TRIAL_EVENT_VAR stimulus_on,195295
!E TRIAL_EVENT_VAR stimulus_off,197300
TRIAL_END,197808
TRIALID,197824
!E TRIAL_EVENT_VAR fixation,197825
!E TRIAL_EVENT_VAR stimulus_on,198832
!E TRIAL_EVENT_VAR stimulus_off,200837
TRIAL_END,201344
TRIALID,201359
!E TRIAL_EVENT_VAR fixation,201361
!E TRIAL_EVENT_VAR stimulus_on,202368
!E TRIAL_EVENT_VAR stimulus_off,204373
TRIAL_END,204881
TRIALID,209684
!E TRIAL_EVENT_VAR fixation,209685
!E TRIAL_EVENT_VAR stimulus_on,210695
!E TRIAL_EVENT_VAR stimulus_off,212700
TRIAL_END,213208
TRIALID,213219
!E TRIAL_EVENT_VAR fixation,213221
!E TRIAL_EVENT_VAR stimulus_on,214229
!E TRIAL_EVENT_VAR stimulus_off,216234
TRIAL_END,216741
TRIALID,216755
!E TRIAL_EVENT_VAR fixation,216757
!E TRIAL_EVENT_VAR stimulus_on,217764
!E TRIAL_EVENT_VAR stimulus_off,219769
TRIAL_END,220276
TRIALID,220291
!E TRIAL_EVENT_VAR fixation,220293
!E TRIAL_EVENT_VAR stimulus_on,221301
!E TRIAL_EVENT_VAR stimulus_off,223306
TRIAL_END,223813
TRIALID,223828
!E TRIAL_EVENT_VAR fixation,223829
!E TRIAL_EVENT_VAR stimulus_on,224836
!E TRIAL_EVENT_VAR stimulus_off,226842
TRIAL_END,227349
TRIALID,227365
!E TRIAL_EVENT_VAR fixation,227366
!E TRIAL_EVENT_VAR stimulus_on,228373
!E TRIAL_EVENT_VAR stimulus_off,230378
TRIAL_END,230885
TRIALID,230900
!E TRIAL_EVENT_VAR fixation,230902
!E TRIAL_EVENT_VAR stimulus_on,231910
!E TRIAL_EVENT_VAR stimulus_off,233914
TRIAL_END,234422
TRIALID,234437
!E TRIAL_EVENT_VAR fixation,234439
!E TRIAL_EVENT_VAR stimulus_on,235445
!E TRIAL_EVENT_VAR stimulus_off,237451
TRIAL_END,237958
TRIALID,237973
!E TRIAL_EVENT_VAR fixation,237975
!E TRIAL_EVENT_VAR stimulus_on,238982
!E TRIAL_EVENT_VAR stimulus_off,240987
TRIAL_END,241495
