,bin,time(ms),color change & not first & correct,no color change & not first & correct,
206993057,76,1896,4.8821,3.2658,
206993057,77,1922,5.2853,-2.1658,
206993057,78,1947,4.9629,-3.6779,
206993057,79,1972,4.6747,-1.6952,
206993057,80,1997,2.9499,-1.9185,
206993057,81,2023,1.735,-1.1656,
206993057,82,2048,2.2188,1.3474,
206993057,83,2073,2.782,2.2462,
206993057,84,2099,-0.12609,1.378,
206993057,85,2124,-0.52425,0.27403,
206993057,86,2149,1.9599,-0.24546,
206993057,87,2174,-0.1645,
206993057,88,2200,-2.1839,
206993057,89,2225,-0.16543,
207280074,1,0,0,0,
207280074,2,25,0.21304,0.41524,
207280074,3,51,0.26429,0.82804,
207280074,4,76,0.32199,0.48768,
207280074,5,101,0.82121,0.82076,
207280074,6,126,0.21563,0.3814,
207280074,7,152,0.49701,0.74894,
207280074,8,177,0.234,0.33092,
207280074,9,202,0.43241,0.42463,
207280074,10,227,0.41667,0.46589,
207280074,11,253,0.51983,0.44931,
207280074,12,278,0.48363,-0.0056366,
207280074,13,303,0.70053,0.063316,
207280074,14,328,0.47897,-0.012684,
207280074,15,354,0.61234,0.17937,
207280074,16,379,0.60482,0.49203,
207280074,17,404,0.3244,0.76374,
207280074,18,429,0.53345,0.38053,
207280074,19,455,0.48553,0.46346,
207280074,20,480,0.13662,0.41753,
207280074,21,505,0.22735,0.54062,
207280074,22,530,0.041671,0.53175,
207280074,23,556,-0.33333,0.48866,
207280074,24,581,0.16314,0.51963,
207280074,25,606,-0.004225,1.1037,
207280074,26,631,-0.30643,0.72332,
207280074,27,657,-0.1785,0.43846,
207280074,28,682,-0.14431,0.23639,
207280074,29,707,0.11901,0.1643,
207280074,30,732,-0.35518,0.85519,
207280074,31,758,-0.30043,0.36823,
207280074,32,783,0.21622,0.96816,
207280074,33,808,0.20346,0.74036,
207280074,34,833,0.30607,0.70523,
207280074,35,859,0.44257,1.1703,
207280074,36,884,0.23016,1.4019,
207280074,37,909,0.30612,0.97802,
207280074,38,934,0.8693,1.2147,
207280074,39,960,0.62363,1.3075,
207280074,40,985,0.72853,1.1461,
207280074,41,1010,1.0683,1.4213,
207280074,42,1035,1.1172,1.3541,
207280074,43,1061,1.3357,1.3698,
207280074,44,1086,1.3029,1.0245,
207280074,45,1111,1.3431,1.1954,
207280074,46,1136,1.3433,1.3579,
207280074,47,1162,1.6934,1.8422,
207280074,48,1187,1.5074,1.457,
207280074,49,1212,1.7453,1.7566,
207280074,50,1238,1.879,1.6131,
207280074,51,1263,1.514,1.8809,
207280074,52,1288,1.6211,2.2003,
207280074,53,1313,2.1742,2.1538,
207280074,54,1339,2.0243,2.4329,
207280074,55,1364,2.2587,1.7374,
207280074,56,1389,1.9286,2.0914,
207280074,57,1414,1.8474,2.0444,
207280074,58,1440,2.0693,1.8516,
207280074,59,1465,1.8759,1.9378,
207280074,60,1490,2.0053,2.1019,
207280074,61,1515,1.7986,1.7064,
207280074,62,1541,1.7737,1.6974,
207280074,63,1566,1.8635,1.6577,
207280074,64,1591,1.5971,1.893,
207280074,65,1616,1.4207,1.6288,
207280074,66,1642,1.7108,1.7866,
207280074,67,1667,1.5502,1.4259,
207280074,68,1692,1.3118,1.4553,
207280074,69,1717,1.4746,1.4843,
207280074,70,1743,1.3763,1.3977,
207280074,71,1768,1.705,1.3057,
207280074,72,1793,1.4467,0.92154,
207280074,73,1818,1.7245,1.279,
207280074,74,1844,1.3084,0.92857,
207280074,75,1869,0.72306,1.075,
207280074,76,1894,0.3698,0.75363,
207280074,77,1919,0.49355,0.62953,
207280074,78,1945,0.26572,0.31226,
207280074,79,1970,0.29675,0.54306,
207280074,80,1995,-0.012493,0.54675,
207280074,81,2020,-0.26986,0.19849,
207280074,82,2046,-0.2323,0.25616,
207280074,83,2071,-0.23946,0.47846,
207280074,84,2096,-0.64563,-0.33053,
207280074,85,2121,-1.104,0.025664,
207280074,86,2147,-0.94187,0.090978,
207280074,87,2172,-0.89434,-0.1818,
207280074,88,2197,-1.5152,-0.2979,
207280074,89,2222,-1.4005,-0.73907,
207280074,90,2248,-1.9091,-1.3349,
207280074,91,2273,-1.801,-1.1519,
207280074,92,2298,-2.4249,-1.4765,
207280074,93,2323,-2.5914,-0.90105,
207280074,94,2349,-2.8326,-0.52991,
207280074,95,2374,-2.2852,-0.6492,
207280074,96,2399,-2.5511,-1.1636,
207280074,97,2424,-2.4449,-0.88883,
207280074,98,2450,-3.0479,-1.721,
207280074,99,2475,-1.4466,
207601006,1,0,0,0,
207601006,2,25,1.071,2.6883,
207601006,3,50,2.0758,2.789,
207601006,4,76,0.2548,1.3719,
207601006,5,101,0.098001,3.6406,
207601006,6,126,-1.9703,3.9648,
207601006,7,151,0.93212,1.6756,
207601006,8,177,-0.7083,2.3586,
207601006,9,202,-0.30956,1.8593,
207601006,10,227,2.4307,1.6807,
207601006,11,252,-0.52271,2.5527,
207601006,12,278,0.42794,1.9825,
207601006,13,303,-0.26901,2.4556,
207601006,14,328,0.93644,2.76,
207601006,15,353,-0.82846,1.6058,
207601006,16,379,-0.69171,2.968,
207601006,17,404,-0.8853,1.7787,
207601006,18,429,-0.92574,1.6236,
207601006,19,454,-0.33585,2.3813,
207601006,20,480,-0.45724,2.121,
207601006,21,505,1.7187,2.8855,
207601006,22,530,0.053079,1.6034,
207601006,23,555,0.80612,2.5709,
207601006,24,581,0.21758,2.9635,
207601006,25,606,-0.16799,2.6082,
207601006,26,631,0.92149,2.2797,
207601006,27,656,-1.4883,2.5397,
207601006,28,682,-2.74,2.2014,
207601006,29,707,-0.066756,4.0107,
207601006,30,732,1.8675,1.3524,
207601006,31,757,-0.15454,1.8358,
207601006,32,783,-0.71241,2.4934,
207601006,33,808,-0.61021,1.0328,
207601006,34,833,-1.3033,2.5214,
207601006,35,858,-2.4336,2.1092,
207601006,36,884,-1.5874,3.3394,
207601006,37,909,-0.59111,2.9702,
207601006,38,934,0.75262,2.3873,
207601006,39,959,-0.97014,2.8979,
207601006,40,985,0.15876,1.9986,
207601006,41,1010,-0.36968,2.782,
207601006,42,1035,-1.2352,2.781,
207601006,43,1060,-2.4904,2.2439,
207601006,44,1086,-0.96928,1.5303,
207601006,45,1111,-2.8391,1.857,
207601006,46,1136,-1.093,3.7898,
207601006,47,1161,-1.1132,3.8011,
207601006,48,1187,-2.6564,2.7087,
207601006,49,1212,-1.1777,2.9321,
207601006,50,1237,-2.3633,1.4485,
207601006,51,1262,-2.2212,1.8577,
207601006,52,1288,-1.0333,1.6499,
207601006,53,1313,-1.0451,2.3102,
207601006,54,1338,-2.1221,1.174,
207601006,55,1363,-1.987,1.4338,
207601006,56,1388,-2.3986,2.7223,
207601006,57,1414,0.26444,0.99711,
207601006,58,1439,0.17051,1.2802,
207601006,59,1464,-1.0122,1.5398,
207601006,60,1489,-0.602,1.6073,
207601006,61,1515,1.3071,2.8865,
207601006,62,1540,0.67752,2.5125,
207601006,63,1565,0.12175,0.97077,
207601006,64,1590,-1.2149,3.0274,
207601006,65,1616,0.563,2.9827,
207601006,66,1641,1.2389,3.9962,
207601006,67,1666,1.9489,2.0165,
207601006,68,1691,0.17415,2.7891,
207601006,69,1717,0.91564,3.7412,
207601006,70,1742,0.6156,3.6194,
207601006,71,1767,1.1556,3.2197,
207601006,72,1792,0.58122,3.2493,
207601006,73,1818,-1.4153,2.1883,
207601006,74,1843,2.4708,2.3323,
207601006,75,1868,1.0218,1.9089,
207601006,76,1893,0.23566,1.8397,
207601006,77,1919,-0.3149,3.6419,
207601006,78,1944,-0.0020419,4.9992,
207601006,79,1969,1.466,3.4515,
207601006,80,1994,0.10835,4.1339,
207601006,81,2020,0.84719,1.8186,
207601006,82,2045,1.7905,1.5039,
207601006,83,2070,-1.5551,1.7923,
207601006,84,2095,-0.74704,2.9163,
207601006,85,2121,-0.76128,1.7179,
207601006,86,2146,-1.5166,2.3375,
207601006,87,2171,-0.066134,1.9056,
207601006,88,2196,-1.2849,1.8079,
207601006,89,2222,0.46803,0.65388,
207601006,90,2247,0.33145,1.8177,
207601006,91,2272,-0.33442,1.9435,
207601006,92,2297,2.0259,1.886,
207601006,93,2323,-0.036648,1.2771,
207601006,94,2348,0.80364,1.1579,
207601006,95,2373,-1.1226,4.0928,
207601006,96,2398,0.46232,3.8498,
207601006,97,2424,-0.94993,1.4798,
207601006,98,2449,-0.16064,3.4789,
207601006,99,2474,2.079,
207601006,100,2499,1.25,
207601006,101,2525,1.5211,
207601006,102,2550,2.0902,
207601006,103,2575,0.026468,
208278119,1,0,0,0,
208278119,2,25,-0.11277,-0.062943,
208278119,3,50,0.20795,0.15662,
208278119,4,76,0.61661,0.267,
208278119,5,101,0.10069,0.4639,
208278119,6,126,0.64254,0.81583,
208278119,7,151,0.46801,0.89668,
208278119,8,177,0.56023,1.1328,
208278119,9,202,0.47945,1.3507,
208278119,10,227,1.0717,2.1416,
208278119,11,252,1.3782,1.8633,
208278119,12,277,0.88165,2.2067,
208278119,13,303,1.1677,2.675,
208278119,14,328,0.95349,2.7363,
208278119,15,353,0.96473,2.5836,
208278119,16,378,0.7694,2.8334,
208278119,17,404,1.2295,2.6438,
208278119,18,429,1.1061,3.2334,
208278119,19,454,0.9606,2.866,
208278119,20,479,0.95596,2.6799,
208278119,21,504,0.51478,2.4669,
208278119,22,530,0.22883,2.8463,
208278119,23,555,0.5171,2.6541,
208278119,24,580,0.53719,2.3071,
208278119,25,605,0.47662,2.2604,
208278119,26,631,0.29698,2.4261,
208278119,27,656,0.82394,2.1274,
208278119,28,681,0.30849,1.6275,
208278119,29,706,0.28991,1.5501,
208278119,30,731,0.42182,1.8679,
208278119,31,757,0.37543,1.9717,
208278119,32,782,0.56005,1.8252,
208278119,33,807,0.93824,2.331,
208278119,34,832,0.7161,2.2412,
208278119,35,858,0.64348,2.3848,
208278119,36,883,0.88575,1.895,
208278119,37,908,0.55302,2.1441,
208278119,38,933,0.88219,2.419,
208278119,39,958,0.75656,2.2872,
208278119,40,984,0.96688,2.3581,
208278119,41,1009,1.067,2.2715,
208278119,42,1034,1.0988,2.2624,
208278119,43,1059,1.2504,2.3547,
208278119,44,1085,1.3711,2.567,
208278119,45,1110,1.3339,2.6821,
208278119,46,1135,1.4241,2.6614,
208278119,47,1160,1.2576,2.6739,
208278119,48,1185,1.5286,2.7816,
208278119,49,1211,1.3434,2.1831,
208278119,50,1236,1.5094,2.5906,
208278119,51,1261,1.6907,2.6946,
208278119,52,1286,1.6438,3.0797,
208278119,53,1312,1.6503,3.2022,
208278119,54,1337,1.8077,3.2456,
208278119,55,1362,1.4066,3.0681,
208278119,56,1387,1.7107,2.9586,
208278119,57,1412,1.6179,2.7509,
208278119,58,1438,1.3799,2.5729,
208278119,59,1463,1.863,3.1262,
208278119,60,1488,1.6801,3.0275,
208278119,61,1513,1.6739,2.9526,
208278119,62,1538,1.5297,2.9284,
208278119,63,1564,1.0583,3.1306,
208278119,64,1589,1.0119,3.1694,
208278119,65,1614,1.1459,3.3568,
208278119,66,1639,1.3587,3.2613,
208278119,67,1665,1.3431,3.4684,
208278119,68,1690,0.88096,3.4463,
208278119,69,1715,1.2108,3.7058,
208278119,70,1740,1.3431,3.9855,
208278119,71,1765,1.1063,3.9185,
208278119,72,1791,1.031,4.1925,
208278119,73,1816,1.4401,4.4517,
208278119,74,1841,0.90056,3.8693,
208278119,75,1866,1.3175,3.7158,
208278119,76,1892,1.6443,3.8913,
208278119,77,1917,1.5529,3.4979,
208278119,78,1942,1.5616,3.9766,
208278119,79,1967,1.7333,4.1697,
208278119,80,1992,1.4391,4.2323,
208278119,81,2018,1.5223,3.9133,
208278119,82,2043,1.6279,4.2976,
208278119,83,2068,1.3452,3.9969,
208278119,84,2093,1.8066,4.0472,
208278119,85,2119,1.4294,3.6416,
208278119,86,2144,1.5997,4.1271,
208278119,87,2169,2.1012,3.9822,
208278119,88,2194,2.102,3.955,
208278119,89,2219,1.3907,3.1607,
