,bin,time(ms),no color change & not first & no update & correct,no color change & not first & update & correct,
324124114,77,1920,-0.025704,0.069746,
324124114,78,1945,-0.060671,0.097328,
324124114,79,1971,-0.17619,0.074553,
324124114,80,1996,-0.10423,-0.070276,
324124114,81,2021,-0.17681,0.037668,
324124114,82,2046,-0.19711,-0.015965,
324124114,83,2072,-0.22823,0.12366,
324124114,84,2097,-0.13103,0.13186,
324124114,85,2122,-0.13412,0.1077,
324124114,86,2147,-0.15059,-0.042115,
324124114,87,2173,-0.21724,0.0091429,
324124114,88,2198,-0.2559,-0.01473,
324124114,89,2223,-0.17946,0.038093,
324124114,90,2248,-0.20716,0.097749,
324124114,91,2274,-0.16146,0.0025635,
324124114,92,2299,-0.19797,0.050327,
324124114,93,2324,-0.1604,0.0779,
324124114,94,2349,0.049827,
324124114,95,2375,-0.0023873,
324124114,96,2400,-0.1058,
