,bin,time(ms),no color change & not first & no update & correct,no color change & not first & update & correct,
306346313,29,711,-3.415,1.0916,
306346313,30,737,-1.0622,-0.22847,
306346313,31,762,0.71709,-1.1976,
306346313,32,788,-1.4429,2.0907,
306346313,33,813,-0.35249,1.8998,
306346313,34,838,-0.36562,0.50063,
306346313,35,864,2.3424,0.81432,
306346313,36,889,-0.46676,-0.58265,
306346313,37,915,-0.93299,3.3958,
306346313,38,940,-0.29116,0.69047,
306346313,39,965,0.21446,5.312,
306346313,40,991,-0.61227,6.465,
306346313,41,1016,-0.86025,2.6968,
306346313,42,1042,1.211,3.1985,
306346313,43,1067,0.51523,-0.58577,
306346313,44,1092,0.71551,4.6963,
306346313,45,1118,-0.07736,3.6622,
306346313,46,1143,0.8343,2.1161,
306346313,47,1169,0.80305,
306346313,48,1194,0.94064,
306346313,49,1219,-2.025,
306346313,50,1245,2.4883,
306346313,51,1270,-0.69706,
306346313,52,1296,2.8177,
306346313,53,1321,-1.0069,
306346313,54,1346,3.0607,
306346313,55,1372,-0.36006,
306346313,56,1397,-0.79532,
306346313,57,1423,1.9878,
306346313,58,1448,-0.11959,
306346313,59,1473,-0.97483,
306346313,60,1499,1.1963,
306346313,61,1524,-0.14965,
306346313,62,1550,-2.6173,
306346313,63,1575,0.13746,
314919309,1,0,0,0,
314919309,2,25,0.033781,0.70029,
314919309,3,50,-0.22654,0.74142,
314919309,4,76,-0.20242,0.89958,
314919309,5,101,0.063605,0.91894,
314919309,6,126,-0.068707,1.2823,
314919309,7,151,0.21149,1.4623,
314919309,8,177,0.27043,1.5844,
314919309,9,202,0.32281,1.7698,
314919309,10,227,0.39971,1.5375,
314919309,11,252,0.45946,1.3067,
314919309,12,277,0.58217,1.2773,
314919309,13,303,0.62335,1.1643,
314919309,14,328,0.57505,1.0722,
314919309,15,353,0.41444,0.75186,
314919309,16,378,0.66741,0.69029,
314919309,17,404,0.56949,0.85994,
314919309,18,429,0.49293,0.71145,
314919309,19,454,0.20213,0.41802,
314919309,20,479,0.27402,0.2514,
314919309,21,504,0.22879,0.028632,
314919309,22,530,-0.15078,0.035486,
314919309,23,555,-0.16201,-0.10454,
314919309,24,580,-0.15885,-0.164,
314919309,25,605,-0.2767,-0.027572,
314919309,26,631,-0.18265,-0.25669,
314919309,27,656,-0.36772,-0.31192,
314919309,28,681,-0.39074,-0.234,
314919309,29,706,-0.25364,-0.35477,
314919309,30,731,-0.31428,-0.34742,
314919309,31,757,-0.51356,-0.38754,
314919309,32,782,-0.19754,-0.24681,
314919309,33,807,-0.23943,-0.48105,
314919309,34,832,-0.055432,-0.37736,
314919309,35,858,-0.055571,-0.047329,
314919309,36,883,0.029656,-0.25621,
314919309,37,908,0.012609,-0.071757,
314919309,38,933,0.00021645,-0.1547,
314919309,39,958,0.11596,-0.0055258,
314919309,40,984,0.31123,0.12747,
314919309,41,1009,0.30923,0.27083,
314919309,42,1034,0.28973,0.46259,
314919309,43,1059,0.2198,0.31705,
314919309,44,1085,0.20316,0.49184,
314919309,45,1110,0.33571,0.48288,
314919309,46,1135,0.39651,0.68174,
314919309,47,1160,0.6289,0.72889,
314919309,48,1185,0.53684,0.81026,
314919309,49,1211,0.46617,0.6343,
314919309,50,1236,0.49511,0.82328,
314919309,51,1261,0.56635,0.77346,
314919309,52,1286,0.52078,0.74686,
314919309,53,1312,0.57181,0.82271,
314919309,54,1337,0.43192,0.77234,
314919309,55,1362,0.45124,0.85121,
314919309,56,1387,0.3695,0.76756,
314919309,57,1412,0.2798,0.66215,
314919309,58,1438,0.63938,0.75214,
314919309,59,1463,0.99459,0.83453,
314919309,60,1488,1.1309,0.92221,
314919309,61,1513,1.5165,0.97407,
314919309,62,1538,1.6735,0.91311,
314919309,63,1564,1.7095,1.0732,
314919309,64,1589,1.9102,1.2226,
314919309,65,1614,2.2594,1.2822,
314919309,66,1639,2.5097,1.0197,
314919309,67,1665,2.3112,0.98903,
314919309,68,1690,2.163,1.1532,
314919309,69,1715,1.9109,1.0204,
314919309,70,1740,1.5391,0.78067,
314919309,71,1765,1.3008,0.55532,
314919309,72,1791,1.0343,0.61069,
314919309,73,1816,0.82891,0.6662,
314919309,74,1841,0.64506,0.5292,
314919309,75,1866,0.18997,0.5186,
314919309,76,1892,-0.21228,0.51083,
314919309,77,1917,-0.4006,0.2812,
314919309,78,1942,-0.89264,0.18996,
314919309,79,1967,-0.98156,0.14721,
314919309,80,1992,-1.3849,-0.13123,
314919309,81,2018,-1.3888,-0.12385,
314919309,82,2043,-1.391,-0.078029,
314919309,83,2068,-1.4568,-0.69612,
314919309,84,2093,-1.7153,-0.32767,
314919309,85,2119,-1.79,-0.75631,
314919309,86,2144,-1.9092,-0.9059,
314919309,87,2169,-1.7234,-0.60962,
314919309,88,2194,-1.7864,-1.0736,
314919309,89,2219,-1.7732,-1.185,
314919309,90,2245,-1.6146,-1.0904,
314919309,91,2270,-1.4935,-1.256,
314919309,92,2295,-1.5033,-1.0717,
314919309,93,2320,-1.6739,-1.2415,
314919309,94,2346,-1.6064,-1.3655,
314919309,95,2371,-1.3403,-1.4162,
314919309,96,2396,-1.1383,-1.6027,
314919309,97,2421,-0.94023,-1.8986,
314919309,98,2446,-0.9336,-1.7292,
314919309,99,2472,-0.72147,-1.7444,
314919309,100,2497,-0.81589,-1.9414,
314919309,101,2522,-0.65332,-1.7241,
314919309,102,2547,-0.70863,-1.7112,
314919309,103,2573,-0.51243,-1.5929,
314919309,104,2598,-0.37728,-1.6939,
314919309,105,2623,-0.53711,-1.3061,
314919309,106,2648,-0.41938,-1.297,
314919309,107,2673,-0.49348,-1.3208,
314919309,108,2699,-0.51386,-1.1304,
314919309,109,2724,-0.46281,-1.1906,
314919309,110,2749,-0.42338,-1.1852,
314919309,111,2774,-0.4474,-1.2724,
314919309,112,2800,-0.13759,-1.0777,
314919309,113,2825,-0.51476,
314919309,114,2850,-0.18397,
318657061,1,0,0,0,
318657061,2,25,-0.12826,0.52695,
318657061,3,50,-0.25896,0.11506,
318657061,4,76,-0.33607,0.35619,
318657061,5,101,-0.34632,0.48206,
318657061,6,126,0.042438,0.5598,
318657061,7,151,-0.33085,0.52939,
318657061,8,176,-0.20661,0.65363,
318657061,9,202,-0.22522,0.93643,
318657061,10,227,0.051423,1.0001,
318657061,11,252,0.18999,0.92192,
318657061,12,277,-0.013328,1.0729,
318657061,13,303,-0.079529,1.25,
318657061,14,328,0.1984,1.4737,
318657061,15,353,-0.34072,1.6302,
318657061,16,378,-0.54231,1.4293,
318657061,17,403,-0.3527,1.7552,
318657061,18,429,-0.53386,1.4988,
318657061,19,454,-0.33236,1.3989,
318657061,20,479,-0.70661,1.407,
318657061,21,504,-0.3274,1.7017,
318657061,22,529,-0.85478,1.4988,
318657061,23,555,-1.0762,1.4909,
318657061,24,580,-0.93483,1.5826,
318657061,25,605,-0.83232,1.814,
318657061,26,630,-0.7642,1.8253,
318657061,27,655,-0.70445,1.9355,
318657061,28,681,-0.83702,1.6862,
318657061,29,706,-0.55949,1.8087,
318657061,30,731,-0.67515,1.6634,
318657061,31,756,-0.69062,2.017,
318657061,32,782,-0.78523,1.8641,
318657061,33,807,-0.35519,1.9205,
318657061,34,832,-1.0154,1.9156,
318657061,35,857,-0.43314,1.9875,
318657061,36,882,-0.78817,1.7333,
318657061,37,908,-0.81848,1.7771,
318657061,38,933,-0.56036,1.788,
318657061,39,958,-0.99135,1.4392,
318657061,40,983,-0.61045,1.4495,
318657061,41,1008,-0.8344,1.61,
318657061,42,1034,-0.61718,1.502,
318657061,43,1059,-0.93538,1.6236,
318657061,44,1084,-0.69961,1.7318,
318657061,45,1109,-0.73353,1.3807,
318657061,46,1134,-0.82616,1.5732,
318657061,47,1160,-0.64959,1.4357,
318657061,48,1185,-0.82886,1.5622,
318657061,49,1210,-0.96446,1.8113,
318657061,50,1235,-0.70557,1.7938,
318657061,51,1261,-0.92293,1.7051,
318657061,52,1286,-1.0232,1.4502,
318657061,53,1311,-0.47245,1.443,
318657061,54,1336,-0.5791,1.5234,
318657061,55,1361,-0.62497,1.2395,
318657061,56,1387,-0.94199,1.4085,
318657061,57,1412,-0.77657,1.2385,
318657061,58,1437,-1.2066,1.1339,
318657061,59,1462,-1.0094,1.1638,
318657061,60,1487,-1.1326,0.73013,
318657061,61,1513,-1.251,0.86217,
318657061,62,1538,-1.178,0.72326,
318657061,63,1563,-1.1483,0.38649,
318657061,64,1588,-1.0158,0.09821,
318657061,65,1613,-0.89276,0.3254,
318657061,66,1639,-0.62423,0.41077,
318657061,67,1664,-1.1334,0.049108,
318657061,68,1689,-0.81177,0.32955,
318657061,69,1714,-0.9725,0.25992,
318657061,70,1739,-0.47892,0.22679,
318657061,71,1765,-0.54268,0.28931,
318657061,72,1790,-0.61262,0.33292,
318657061,73,1815,-0.64622,0.25831,
318657061,74,1840,-0.42798,0.5571,
318657061,75,1866,-0.36232,0.50953,
318657061,76,1891,-0.67147,0.54198,
318657061,77,1916,-0.76273,0.81882,
318657061,78,1941,-0.95172,0.84188,
318657061,79,1966,-0.50886,0.44713,
318657061,80,1992,-1.0637,0.8971,
318657061,81,2017,-0.70561,0.71953,
318657061,82,2042,-1.0698,0.73659,
318657061,83,2067,-1.2244,0.82835,
318657061,84,2092,-0.87195,0.3005,
318657061,85,2118,-1.0983,0.56497,
318657061,86,2143,-0.96615,0.48326,
318657061,87,2168,-0.8121,0.12294,
318657061,88,2193,-1.2062,0.2764,
318657061,89,2218,-0.7891,0.20533,
318657061,90,2244,-1.07,-0.15822,
318657061,91,2269,-1.3151,-0.062075,
318657061,92,2294,-0.98872,0.27788,
318657061,93,2319,-0.96866,-0.22814,
318657061,94,2345,-0.90091,-0.18572,
318657061,95,2370,-1.0311,-0.45975,
318657061,96,2395,-1.2673,-0.84941,
318657061,97,2420,-0.9894,-0.83137,
318657061,98,2445,-1.0021,-0.81329,
318657061,99,2471,-0.9655,-0.91369,
318657061,100,2496,-0.84981,-0.75487,
318657061,101,2521,-0.68556,-0.60461,
318657061,102,2546,-0.755,-0.78024,
318657061,103,2571,-0.25104,-0.75106,
318657061,104,2597,-0.42017,-1.0089,
318657061,105,2622,-0.62101,-0.51938,
318657061,106,2647,-0.46938,-1.3487,
318657061,107,2672,-0.49655,-1.5784,
318657061,108,2697,-0.61842,-0.9263,
318657061,109,2723,-0.57496,-0.72856,
318657061,110,2748,-0.65618,-0.8537,
318657061,111,2773,-0.37446,-0.79621,
318657061,112,2798,-0.37739,-0.4967,
318657061,113,2824,-0.40086,-0.32526,
318657061,114,2849,-0.31351,-0.66695,
318657061,115,2874,-0.50672,-0.70798,
318657061,116,2899,-0.97771,-0.77479,
318657061,117,2924,-0.56343,-0.65147,
318657061,118,2950,-0.39546,-0.44255,
318657061,119,2975,-0.039997,
318657061,120,3000,-0.42305,
324124114,1,0,0,0,
324124114,2,25,0.28695,0.32999,
324124114,3,51,0.032075,-0.19071,
324124114,4,76,-0.072726,-0.10822,
324124114,5,101,-0.34763,0.32489,
324124114,6,126,0.017303,0.13852,
324124114,7,152,-0.40982,0.49254,
324124114,8,177,-0.56889,0.30833,
324124114,9,202,-0.050202,0.47857,
324124114,10,227,0.07543,0.24383,
324124114,11,253,0.068133,0.75042,
324124114,12,278,0.56419,0.67661,
324124114,13,303,0.4196,1.0481,
324124114,14,328,0.44033,0.9341,
324124114,15,354,0.23077,0.82824,
324124114,16,379,0.92419,0.95676,
324124114,17,404,0.92465,0.85721,
324124114,18,429,1.0854,0.76562,
324124114,19,455,0.51289,0.99763,
324124114,20,480,0.96184,1.3033,
324124114,21,505,1.347,1.1356,
324124114,22,531,1.4671,1.4649,
324124114,23,556,1.3771,1.2992,
324124114,24,581,1.6258,1.1901,
324124114,25,606,1.7638,1.1245,
324124114,26,632,1.5713,1.2607,
324124114,27,657,1.5901,1.4335,
324124114,28,682,2.1066,1.2536,
324124114,29,707,1.1817,1.7288,
324124114,30,733,1.5606,0.96719,
324124114,31,758,1.7324,1.6575,
324124114,32,783,1.4366,1.5506,
324124114,33,808,1.6366,1.9029,
324124114,34,834,0.54987,1.5326,
324124114,35,859,0.4965,1.5507,
324124114,36,884,0.2144,1.2825,
324124114,37,909,0.056616,1.8431,
324124114,38,935,0.1642,1.4581,
324124114,39,960,0.34895,1.4612,
324124114,40,985,0.36903,1.6571,
324124114,41,1011,0.20865,1.8232,
324124114,42,1036,-0.028302,1.8569,
324124114,43,1061,0.054226,1.9243,
324124114,44,1086,0.77952,1.6571,
324124114,45,1112,0.41505,1.6929,
324124114,46,1137,0.59241,1.7181,
324124114,47,1162,0.32837,1.7526,
324124114,48,1187,0.21922,1.5946,
324124114,49,1213,0.14627,1.4301,
324124114,50,1238,0.13782,1.5186,
324124114,51,1263,-0.14416,1.699,
324124114,52,1288,-0.30363,0.96719,
324124114,53,1314,-0.70107,1.3827,
324124114,54,1339,-0.86505,1.5253,
324124114,55,1364,-0.65843,0.36102,
324124114,56,1389,-0.11989,0.60861,
324124114,57,1415,-0.047572,0.72127,
324124114,58,1440,-0.26426,1.0452,
324124114,59,1465,-0.46507,0.62816,
324124114,60,1491,-0.53191,0.6217,
324124114,61,1516,-0.5025,0.94309,
324124114,62,1541,-0.15352,0.50321,
324124114,63,1566,-0.21027,0.088096,
324124114,64,1592,-0.26219,0.44827,
324124114,65,1617,-0.0049064,0.33129,
324124114,66,1642,-0.41323,0.0042606,
324124114,67,1667,-0.63668,0.69168,
324124114,68,1693,-0.57202,0.18653,
324124114,69,1718,-0.21743,-0.099496,
324124114,70,1743,-0.053073,0.066886,
324124114,71,1768,0.054608,0.085307,
324124114,72,1794,0.14184,0.69757,
324124114,73,1819,0.053883,0.90208,
324124114,74,1844,0.45311,0.90689,
324124114,75,1869,0.2172,0.76768,
324124114,76,1895,-0.090236,1.0401,
324124114,77,1920,0.024358,0.79541,
324124114,78,1945,-0.1664,1.0019,
324124114,79,1971,-1.0466,0.79523,
324124114,80,1996,-0.51025,-0.16417,
324124114,81,2021,-0.98869,0.51179,
324124114,82,2046,-1.1267,0.15075,
324124114,83,2072,-1.3139,1.0849,
324124114,84,2097,-0.66801,1.1415,
324124114,85,2122,-0.74141,0.97734,
324124114,86,2147,-0.84152,0.01905,
324124114,87,2173,-1.3006,0.4046,
324124114,88,2198,-1.5756,0.20804,
324124114,89,2223,-1.027,0.55015,
324124114,90,2248,-1.2205,0.89814,
324124114,91,2274,-0.94553,0.23316,
324124114,92,2299,-1.1797,0.68113,
324124114,93,2324,-0.94667,0.82153,
324124114,94,2349,0.59201,
324124114,95,2375,0.37145,
324124114,96,2400,-0.52115,
