bin,x_axis,tValues,pValues,pValues_bonf,BFs
1,0,0.805924300893749,0.44358067857532,1,0.420331082355703
2,25.25,-0.294812598822586,0.775642723005615,1,0.333779086853268
3,50.5,-0.343492019735545,0.740081106143267,1,0.338201703929627
4,75.75,0.00285465296670138,0.997792220358551,1,0.321623608851235
5,101,-0.558984185858176,0.591471894040091,1,0.366814504233903
6,126.25,0.999522676484682,0.346810843847298,1,0.481342866307029
7,151.5,0.868780464627211,0.410272529709693,1,0.438101061771676
8,176.75,-0.0871569568223131,0.932688838736802,1,0.322672464512606
9,202,0.763996399267205,0.466802245650554,1,0.409478434881382
10,227.25,1.18775177977025,0.268996562566974,1,0.560825512060154
11,252.5,-0.404843695151656,0.696201453878004,1,0.344810960242802
12,277.75,0.373894767771545,0.718197443392173,1,0.341330346187636
13,303,0.0179998291033885,0.986079813046657,1,0.321667218160974
14,328.25,-0.392406142999015,0.705005814340055,1,0.3433759639685
15,353.5,1.27560473882239,0.237886055543706,1,0.606072554581504
16,378.75,0.883487497620918,0.402741276399383,1,0.44252992164252
17,404,2.16646641908328,0.0621598872611002,1,1.55152107170496
18,429.25,2.33934904454975,0.0474638963494448,1,1.89847577158029
19,454.5,-0.308576026301095,0.765526540354142,1,0.334957149417303
20,479.75,0.0853947530247669,0.934046031705011,1,0.32263038934353
21,505,-0.504721884109823,0.627360519713114,1,0.35815310460261
22,530.25,-0.576236498040547,0.5803010844491,1,0.369786342369023
23,555.5,-0.290463454466801,0.778848973225724,1,0.333418580941089
24,580.75,-0.204389316196811,0.843153286581562,1,0.327426271962435
25,606,-0.137917727698256,0.893713633598073,1,0.324256140172938
26,631.25,-0.369917124484792,0.721045368652585,1,0.340904765523235
27,656.5,0.355815812273348,0.731178762221277,1,0.339435544191766
28,681.75,-0.317660358006097,0.758875505850415,1,0.335765824026554
29,707,-0.371125220879641,0.720179899731163,1,0.341033503260683
30,732.25,-0.689184037417322,0.510198293206547,1,0.391984067756488
31,757.5,0.728236331991108,0.487234835035798,1,0.400824919464822
32,782.75,-0.207242702983813,0.840998309520976,1,0.327590497857398
33,808,-1.78192082256519,0.112619916168081,1,1.00690609492261
34,833.25,-0.180397080590665,0.861326892826953,1,0.326137459003673
35,858.5,-1.16524273649157,0.277486298050972,1,0.550122273187625
36,883.75,-0.508244715898476,0.624996713743082,1,0.358684421832231
37,909,-0.936806225134731,0.376272876220147,1,0.459489958512639
38,934.25,0.186158561614329,0.856954211446466,1,0.326431977851388
