,bin,time(ms),not first & no update & correct,not first & update & correct,
206993057,54,1340,0.22169,0.048851,
206993057,55,1366,0.19797,0.047175,
206993057,56,1391,0.28842,-0.034947,
206993057,57,1416,0.20123,-0.017448,
206993057,58,1441,0.18188,-0.044858,
206993057,59,1467,0.2023,-0.023341,
206993057,60,1492,0.19688,-0.058828,
206993057,61,1517,0.24581,0.053516,
206993057,62,1543,0.27396,-0.017086,
206993057,63,1568,0.1675,-0.016039,
206993057,64,1593,0.14016,-0.1459,
206993057,65,1618,0.29515,-0.13597,
206993057,66,1644,0.11473,-0.1591,
206993057,67,1669,0.15901,-0.15271,
206993057,68,1694,0.15618,-0.16185,
206993057,69,1720,0.27762,-0.10194,
206993057,70,1745,0.23139,0.016168,
206993057,71,1770,0.1632,0.035452,
206993057,72,1795,0.13656,-0.050457,
206993057,73,1821,0.11159,-0.10598,
206993057,74,1846,0.15151,-0.10188,
206993057,75,1871,0.13956,-0.1108,
206993057,76,1897,0.13212,-0.023039,
206993057,77,1922,0.12665,-0.21708,
206993057,78,1947,0.17573,-0.34504,
206993057,79,1972,0.2171,-0.34856,
206993057,80,1998,0.14379,-0.27601,
206993057,81,2023,0.19131,-0.3172,
206993057,82,2048,0.30254,-0.30197,
206993057,83,2074,0.34741,-0.30485,
206993057,84,2099,0.20207,-0.30471,
206993057,85,2124,0.17677,-0.35965,
206993057,86,2149,0.28191,-0.30343,
206993057,87,2175,0.12932,-0.22686,
206993057,88,2200,0.1634,
207280074,1,0,-0.13385,-0.07534,
207280074,2,25,-0.063012,0.012495,
207280074,3,51,-0.070267,0.027869,
207280074,4,76,-0.10075,0.0092884,
207280074,5,101,-0.026883,0.055365,
207280074,6,126,-0.10638,-0.016814,
207280074,7,152,-0.061317,0.025455,
207280074,8,177,-0.14087,0.00057568,
207280074,9,202,-0.10624,0.0088457,
207280074,10,227,-0.092514,-0.0067397,
207280074,11,253,-0.12126,0.031599,
207280074,12,278,-0.15813,-0.0093503,
207280074,13,303,-0.090735,-0.044239,
207280074,14,328,-0.15217,-0.028844,
207280074,15,354,-0.068483,-0.061053,
207280074,16,379,-0.10613,0.01945,
207280074,17,404,-0.068555,-0.013722,
207280074,18,429,-0.11487,-0.0041718,
207280074,19,455,-0.12471,0.0059435,
207280074,20,480,-0.20025,0.027327,
207280074,21,505,-0.17979,0.03416,
207280074,22,530,-0.12905,-0.053929,
207280074,23,556,-0.16627,-0.080696,
207280074,24,581,-0.11382,-0.052595,
207280074,25,606,-0.14217,0.02535,
207280074,26,631,-0.18655,-0.031939,
207280074,27,657,-0.12762,-0.10237,
207280074,28,682,-0.14359,-0.1166,
207280074,29,707,-0.1559,-0.085092,
207280074,30,732,-0.099643,-0.10239,
207280074,31,758,-0.13749,-0.13395,
207280074,32,783,-0.032805,-0.071874,
207280074,33,808,-0.09838,-0.046003,
207280074,34,833,-0.069081,-0.062542,
207280074,35,859,0.014906,-0.049783,
207280074,36,884,0.023491,-0.056994,
207280074,37,909,-0.00052253,-0.088069,
207280074,38,934,0.052418,-0.030477,
207280074,39,960,0.072956,-0.064715,
207280074,40,985,0.087781,-0.086127,
207280074,41,1010,0.16739,-0.059482,
207280074,42,1035,0.13149,-0.039756,
207280074,43,1061,0.13824,-0.0059296,
207280074,44,1086,0.10407,-0.016585,
207280074,45,1111,0.10088,0.01377,
207280074,46,1136,0.065167,0.078382,
207280074,47,1162,0.11803,0.15702,
207280074,48,1187,0.074594,0.121,
207280074,49,1212,0.14436,0.14021,
207280074,50,1237,0.15744,0.12177,
207280074,51,1263,0.16348,0.093898,
207280074,52,1288,0.13458,0.19743,
207280074,53,1313,0.13255,0.27285,
207280074,54,1338,0.15689,0.26715,
207280074,55,1364,0.072075,0.28008,
207280074,56,1389,0.03081,0.33041,
207280074,57,1414,0.062215,0.28311,
207280074,58,1439,-0.0045785,0.34852,
207280074,59,1465,-0.015093,0.3392,
