,bin,time(ms),not first & no update & correct,not first & update & correct,
207280074,60,1490,0.0095595,0.37056,
207280074,61,1515,-0.092845,0.36398,
207280074,62,1540,-0.10863,0.35809,
207280074,63,1566,-0.095628,0.38107,
207280074,64,1591,-0.097827,0.36176,
207280074,65,1616,-0.12173,0.32953,
207280074,66,1641,-0.097642,0.35097,
207280074,67,1667,-0.14445,0.33387,
207280074,68,1692,-0.19273,0.32787,
207280074,69,1717,-0.17825,0.34589,
207280074,70,1742,-0.21262,0.3543,
207280074,71,1768,-0.13174,0.30298,
207280074,72,1793,-0.24256,0.30145,
207280074,73,1818,-0.11969,0.29829,
207280074,74,1843,-0.2087,0.27249,
207280074,75,1869,-0.28351,0.28607,
207280074,76,1894,-0.28282,0.18045,
207280074,77,1919,-0.28994,0.17616,
207280074,78,1944,-0.34687,0.22833,
207280074,79,1970,-0.30376,0.20602,
207280074,80,1995,-0.26927,0.17411,
207280074,81,2020,-0.38615,0.16748,
207280074,82,2045,-0.35394,0.1501,
207280074,83,2071,-0.33387,0.16502,
207280074,84,2096,-0.40489,0.041477,
207280074,85,2121,-0.38054,0.016272,
207280074,86,2146,-0.34352,0.020561,
207280074,87,2172,-0.32561,-0.0025816,
207280074,88,2197,-0.3409,-0.08635,
207280074,89,2222,-0.29899,-0.10874,
207280074,90,2247,-0.3128,-0.16122,
207280074,91,2273,-0.27666,-0.15204,
207280074,92,2298,-0.41984,-0.18709,
207280074,93,2323,-0.35899,-0.13715,
207280074,94,2348,-0.3687,-0.058133,
207280074,95,2374,-0.3147,-0.078836,
207280074,96,2399,-0.32727,-0.12609,
207280074,97,2424,-0.19464,-0.17197,
207280074,98,2449,-0.26929,
207280074,99,2475,-0.18173,
207280074,100,2500,-0.16742,
207601006,1,0,0.011949,-0.16233,
207601006,2,25,0.17569,0.0092601,
207601006,3,50,0.22272,0.081693,
207601006,4,76,0.21504,-0.33506,
207601006,5,101,0.18616,-0.094509,
207601006,6,126,0.040746,-0.16353,
207601006,7,151,-0.0065881,0.058716,
207601006,8,177,0.019409,-0.14897,
207601006,9,202,-0.0019581,-0.11407,
207601006,10,227,0.07564,0.12852,
207601006,11,252,0.087989,-0.16953,
207601006,12,278,0.1349,-0.15551,
207601006,13,303,0.069116,-0.10737,
207601006,14,328,0.12181,0.02998,
207601006,15,353,-0.025937,-0.15122,
207601006,16,379,0.12268,-0.17135,
207601006,17,404,0.025403,-0.22053,
207601006,18,429,-0.037505,-0.17722,
207601006,19,454,-0.018745,0.01811,
207601006,20,480,0.10804,-0.20498,
207601006,21,505,0.39614,-0.17259,
207601006,22,530,0.0531,-0.16002,
207601006,23,555,0.27631,-0.17567,
207601006,24,581,0.1387,-0.051667,
207601006,25,606,0.21962,-0.24738,
207601006,26,631,0.15603,-0.096173,
207601006,27,656,0.16957,-0.34658,
207601006,28,682,-0.032843,-0.33302,
207601006,29,707,0.20209,-0.025479,
207601006,30,732,0.20238,-0.092955,
207601006,31,757,0.18894,-0.26633,
207601006,32,783,0.15161,-0.2045,
207601006,33,808,0.10872,-0.32471,
207601006,34,833,0.018895,-0.12423,
207601006,35,858,-0.015037,-0.27521,
207601006,36,884,0.14525,-0.21001,
207601006,37,909,-0.065224,0.042608,
207601006,38,934,0.22482,-0.13602,
207601006,39,959,0.030199,-0.095983,
207601006,40,985,0.086469,-0.10046,
207601006,41,1010,0.11799,-0.12145,
207601006,42,1035,-0.020558,-0.14651,
207601006,43,1060,-0.01461,-0.33,
207601006,44,1086,0.055157,-0.30405,
207601006,45,1111,-0.18927,-0.20458,
207601006,46,1136,0.087507,-0.04284,
207601006,47,1161,0.067928,-0.036458,
207601006,48,1187,-0.039863,-0.20278,
207601006,49,1212,0.048694,-0.101,
207601006,50,1237,-0.066502,-0.31113,
207601006,51,1262,-0.14351,-0.16531,
207601006,52,1288,-0.048001,-0.16796,
207601006,53,1313,-0.012819,-0.14431,
207601006,54,1338,-0.33987,-0.019675,
207601006,55,1363,-0.12418,-0.19172,
207601006,56,1389,-0.15742,-0.035282,
207601006,57,1414,0.059502,-0.17565,
207601006,58,1439,0.10169,-0.18747,
207601006,59,1464,-0.04877,-0.17488,
207601006,60,1490,0.029076,-0.18307,
207601006,61,1515,0.29042,0.015919,
207601006,62,1540,0.097462,0.078055,
207601006,63,1565,-0.11332,0.069231,
207601006,64,1591,0.10868,-0.10378,
207601006,65,1616,0.058853,0.18217,
207601006,66,1641,0.23693,0.16455,
207601006,67,1666,0.28086,-0.023775,
207601006,68,1692,0.17639,-0.064628,
207601006,69,1717,0.11809,0.20455,
207601006,70,1742,0.1186,0.13962,
207601006,71,1767,0.15102,0.096455,
207601006,72,1793,0.14469,0.061918,
207601006,73,1818,-0.033395,-0.10158,
207601006,74,1843,0.31333,0.065887,
207601006,75,1868,0.14097,0.043611,
207601006,76,1894,0.064134,-0.061123,
207601006,77,1919,0.19748,-0.067918,
207601006,78,1944,0.2065,0.054812,
207601006,79,1969,0.20198,0.084669,
207601006,80,1995,-0.013935,0.16767,
207601006,81,2020,0.0478,-0.04732,
207601006,82,2045,0.18676,-0.14959,
207601006,83,2070,-0.17852,-0.13991,
207601006,84,2096,0.17587,-0.30532,
207601006,85,2121,-0.014894,-0.25938,
207601006,86,2146,0.079435,-0.25672,
207601006,87,2171,0.11093,-0.18011,
207601006,88,2197,0.12602,-0.36125,
207601006,89,2222,0.081215,-0.23522,
207601006,90,2247,0.21944,-0.28785,
207601006,91,2272,0.07084,-0.1907,
207601006,92,2298,0.25936,-0.0984,
207601006,93,2323,0.08126,-0.25025,
207601006,94,2348,0.087733,-0.28409,
207601006,95,2373,0.081131,-0.19374,
207601006,96,2399,0.073763,0.023342,
207601006,97,2424,-0.032147,-0.42236,
207601006,98,2449,-0.0039849,-0.13884,
207601006,99,2474,0.27228,
207601006,100,2500,0.0099559,
207601006,101,2525,0.0095247,
207601006,102,2550,-0.11041,
207917279,1,0,-0.12812,-0.12312,
207917279,2,25,-0.071151,-0.38715,
207917279,3,50,-0.058401,-0.010655,
207917279,4,76,0.01889,0.099985,
207917279,5,101,0.065446,-0.069087,
207917279,6,126,0.0065436,0.092733,
207917279,7,151,0.042617,-0.088935,
207917279,8,177,0.07718,0.049742,
207917279,9,202,0.022875,-0.078587,
207917279,10,227,0.17426,-0.049165,
207917279,11,252,0.22861,-0.039194,
207917279,12,278,0.22851,0.23018,
207917279,13,303,0.21018,0.46485,
207917279,14,328,0.28552,0.38011,
207917279,15,353,0.18842,0.53772,
207917279,16,379,0.33427,0.54924,
207917279,17,404,0.3498,0.54019,
207917279,18,429,0.14286,0.61634,
207917279,19,454,0.1752,0.59598,
207917279,20,479,0.1803,0.37545,
207917279,21,505,0.036852,0.35638,
207917279,22,530,0.14269,0.52991,
207917279,23,555,0.086431,0.31084,
207917279,24,580,-0.043312,0.4009,
207917279,25,606,-0.061376,0.26459,
207917279,26,631,-0.12582,0.343,
207917279,27,656,-0.14907,0.2426,
207917279,28,681,-0.098493,0.14069,
207917279,29,707,-0.1313,0.0782,
207917279,30,732,-0.12831,0.013404,
207917279,31,757,-0.19626,-0.056381,
207917279,32,782,-0.25955,-0.13374,
207917279,33,808,-0.27804,-0.24302,
207917279,34,833,-0.2889,0.11936,
207917279,35,858,-0.28315,0.012474,
207917279,36,883,-0.18569,0.05259,
207917279,37,908,-0.13386,-0.11458,
207917279,38,934,-0.11642,-0.0089705,
207917279,39,959,-0.28258,0.12437,
207917279,40,984,-0.16525,-0.10797,
207917279,41,1009,-0.12484,-0.20851,
207917279,42,1035,-0.1593,-0.23599,
207917279,43,1060,-0.062885,-0.045925,
207917279,44,1085,-0.098132,-0.024915,
207917279,45,1110,-0.048584,0.085331,
207917279,46,1136,-0.03999,-0.07071,
207917279,47,1161,-0.063699,-0.11367,
207917279,48,1186,-0.075344,0.13647,
207917279,49,1211,-0.028377,0.097995,
207917279,50,1237,-0.047159,0.25594,
207917279,51,1262,0.018324,0.18173,
207917279,52,1287,0.090232,0.30632,
207917279,53,1312,0.0422,0.046525,
207917279,54,1338,-0.020997,0.25323,
207917279,55,1363,0.10816,0.092977,
207917279,56,1388,-0.060596,0.002721,
207917279,57,1413,-0.083827,-0.084465,
207917279,58,1438,0.074749,-0.039715,
207917279,59,1464,-0.0059608,-0.013388,
207917279,60,1489,-0.0081186,-0.02634,
207917279,61,1514,0.029159,0.14127,
207917279,62,1539,-0.048368,0.083057,
207917279,63,1565,0.012333,0.36083,
207917279,64,1590,-0.007485,0.29712,
207917279,65,1615,-0.062401,0.032099,
207917279,66,1640,-0.062604,0.41732,
207917279,67,1666,-0.080055,0.37399,
207917279,68,1691,-0.022115,0.39255,
207917279,69,1716,0.0072568,0.15395,
207917279,70,1741,-0.26487,0.26043,
207917279,71,1767,-0.11679,0.2681,
207917279,72,1792,-0.14275,-0.072291,
207917279,73,1817,-0.15163,0.29368,
207917279,74,1842,-0.13179,0.10344,
207917279,75,1867,-0.1823,0.4009,
207917279,76,1893,-0.2102,0.32125,
207917279,77,1918,-0.25865,0.092492,
207917279,78,1943,-0.36022,0.25255,
207917279,79,1968,-0.25639,0.39161,
207917279,80,1994,-0.26834,0.4006,
207917279,81,2019,-0.27983,0.39735,
207917279,82,2044,-0.21425,0.11184,
207917279,83,2069,-0.31259,0.31932,
207917279,84,2095,-0.34758,0.37161,
207917279,85,2120,-0.29495,0.41294,
207917279,86,2145,-0.40715,0.47994,
207917279,87,2170,-0.3133,0.41557,
207917279,88,2196,-0.31325,0.37695,
207917279,89,2221,-0.2663,0.28575,
207917279,90,2246,-0.2869,0.32644,
207917279,91,2271,-0.27433,0.13778,
207917279,92,2296,-0.19842,0.31877,
207917279,93,2322,-0.3027,0.36556,
207917279,94,2347,-0.3113,0.3395,
207917279,95,2372,-0.32739,0.26641,
207917279,96,2397,-0.25957,0.30486,
207917279,97,2423,-0.2615,0.3336,
207917279,98,2448,-0.32871,0.25663,
207917279,99,2473,-0.31765,0.35961,
207917279,100,2498,-0.28756,0.18271,
207917279,101,2524,-0.28505,0.32207,
207917279,102,2549,-0.32688,0.18064,
207917279,103,2574,-0.32178,0.30594,
207917279,104,2599,-0.35531,
207917279,105,2625,-0.31825,
207917279,106,2650,-0.34329,
207917279,107,2675,-0.26443,
208488783,1,0,-0.064974,-0.27734,
208488783,2,25,-0.38952,-0.37735,
208488783,3,50,0.021337,-0.21602,
208488783,4,76,0.12873,0.016544,
208488783,5,101,0.291,-0.027106,
208488783,6,126,-0.026289,0.053456,
208488783,7,151,0.39773,0.047812,
208488783,8,176,-0.18779,-0.20485,
208488783,9,202,-0.23179,-0.13102,
208488783,10,227,-0.25346,-0.45838,
208488783,11,252,-0.020417,-0.08123,
208488783,12,277,0.31739,-0.063622,
208488783,13,303,-0.1706,0.084456,
208488783,14,328,0.0073085,-0.10244,
208488783,15,353,-0.042536,0.41529,
208488783,16,378,-0.31197,0.033497,
208488783,17,403,0.070873,0.096143,
208488783,18,429,-0.11254,-0.083659,
208488783,19,454,-0.033336,-0.14493,
208488783,20,479,0.11991,-0.0060578,
208488783,21,504,0.28828,0.056429,
208488783,22,529,-0.15677,0.053277,
208488783,23,555,-0.046367,-0.02606,
208488783,24,580,0.19111,-0.16683,
208488783,25,605,0.2696,-0.38531,
208488783,26,630,-0.078183,-0.039232,
208488783,27,655,-0.35024,-0.069176,
208488783,28,681,0.25474,-0.31118,
208488783,29,706,0.014898,-0.29898,
208488783,30,731,-0.086535,0.0093547,
208488783,31,756,0.037971,-0.2035,
208488783,32,781,0.16405,-0.156,
208488783,33,807,-0.018809,-0.14298,
208488783,34,832,0.16163,-0.092476,
208488783,35,857,0.20862,-0.15516,
208488783,36,882,-0.041205,-0.0020881,
208488783,37,908,0.3449,-0.054113,
208488783,38,933,0.073271,0.052716,
208488783,39,958,-0.0088508,-0.01281,
208488783,40,983,-0.16992,-0.22966,
208488783,41,1008,-0.036727,-0.072311,
208488783,42,1034,0.065601,-0.19914,
208488783,43,1059,0.17754,-0.27401,
208488783,44,1084,0.14673,-0.10838,
208488783,45,1109,0.029076,-0.13177,
208488783,46,1134,0.035918,0.037198,
208488783,47,1160,-0.035035,-0.17698,
208488783,48,1185,0.19664,-0.028892,
208488783,49,1210,-0.13331,-0.17651,
208488783,50,1235,-0.0018153,0.010952,
208488783,51,1260,0.19478,0.22937,
208488783,52,1286,-0.077208,-0.26576,
208488783,53,1311,0.31414,-0.17061,
208488783,54,1336,0.37055,0.011076,
208488783,55,1361,0.15772,-0.1351,
208488783,56,1386,-0.12548,-0.25655,
208488783,57,1412,0.16714,-0.1052,
208488783,58,1437,0.4985,-0.23669,
208488783,59,1462,0.079928,-0.21312,
208488783,60,1487,0.26843,0.33315,
208488783,61,1513,0.34522,-0.0082372,
208488783,62,1538,0.078406,-0.25834,
208488783,63,1563,0.13531,-0.22074,
208488783,64,1588,0.16166,-0.20414,
208488783,65,1613,-0.13346,-0.16552,
208488783,66,1639,-0.25224,-0.29515,
208488783,67,1664,0.089929,-0.34291,
