,bin,time(ms),color change & not first & correct,no color change & not first & correct,
318657061,5,101,0.037809,-0.0022423,
318657061,6,126,0.056521,0.032343,
318657061,7,151,0.057383,-0.00019689,
318657061,8,176,0.092529,0.01553,
318657061,9,202,0.084106,0.033178,
318657061,10,227,0.086994,0.057081,
318657061,11,252,0.088614,0.0646,
318657061,12,277,0.095225,0.057895,
318657061,13,303,0.10238,0.062827,
318657061,14,328,0.10331,0.098123,
318657061,15,353,0.077421,0.064788,
318657061,16,378,0.094917,0.034863,
318657061,17,403,0.096073,0.071457,
318657061,18,429,0.095973,0.04209,
318657061,19,454,0.1029,0.047653,
318657061,20,479,0.065058,0.018562,
318657061,21,504,0.051584,0.068366,
318657061,22,529,0.066319,0.010659,
318657061,23,555,0.029009,-0.0053318,
318657061,24,580,0.048515,0.010328,
318657061,25,605,0.061177,0.034582,
318657061,26,630,0.041472,0.038325,
318657061,27,656,0.038598,0.05093,
318657061,28,681,0.027919,0.024132,
318657061,29,706,-0.0022907,0.054209,
318657061,30,731,0.026257,0.035407,
318657061,31,756,0.032432,0.05516,
318657061,32,782,0.04448,0.037945,
318657061,33,807,0.029075,0.07652,
318657061,34,832,0.022896,0.024112,
318657061,35,857,0.02547,0.073232,
318657061,36,882,0.017674,0.029177,
318657061,37,908,0.031683,0.027896,
318657061,38,933,0.022352,0.048968,
318657061,39,958,0.0030557,-0.0075845,
318657061,40,983,0.059274,0.026357,
318657061,41,1008,0.026632,0.015584,
318657061,42,1034,0.071071,0.023206,
318657061,43,1059,0.074537,0.0072244,
318657061,44,1084,0.063351,0.030931,
318657061,45,1109,0.04754,0.0067787,
318657061,46,1135,0.063444,0.012324,
318657061,47,1160,0.08927,0.017404,
318657061,48,1185,0.073331,0.012307,
318657061,49,1210,0.065008,0.014885,
318657061,50,1235,0.10736,0.035047,
318657061,51,1261,0.071661,0.01204,
318657061,52,1286,0.091563,-0.012661,
318657061,53,1311,0.070636,0.031163,
318657061,54,1336,0.07927,0.027877,
318657061,55,1361,0.081478,0.0041562,
318657061,56,1387,0.049886,-0.0095852,
318657061,57,1412,0.040863,-0.0084788,
318657061,58,1437,0.074353,-0.04799,
318657061,59,1462,0.033951,-0.031538,
318657061,60,1488,0.018177,-0.068162,
318657061,61,1513,0.024723,-0.071295,
318657061,62,1538,-0.00041274,-0.073844,
318657061,63,1563,-0.044109,-0.092784,
318657061,64,1588,-0.063376,-0.10058,
318657061,65,1614,-0.049303,-0.076762,
318657061,66,1639,-0.036817,-0.049657,
318657061,67,1664,-0.041576,-0.11305,
318657061,68,1689,-0.085786,-0.071665,
318657061,69,1714,-0.10092,-0.087674,
318657061,70,1740,-0.10231,-0.051937,
318657061,71,1765,-0.051723,-0.051942,
318657061,72,1790,-0.062149,-0.055239,
318657061,73,1815,-0.06731,-0.062139,
318657061,74,1840,-0.09236,-0.026469,
318657061,75,1866,-0.096031,-0.023954,
318657061,76,1891,-0.061193,-0.044869,
318657061,77,1916,-0.079617,-0.037189,
318657061,78,1941,-0.10641,-0.049824,
318657061,79,1967,-0.1106,-0.04026,
318657061,80,1992,-0.074206,-0.053208,
318657061,81,2017,-0.089617,-0.038438,
318657061,82,2042,-0.086253,-0.063158,
318657061,83,2067,-0.1171,-0.070861,
318657061,84,2093,-0.11711,-0.077775,
318657061,85,2118,-0.097314,-0.078021,
318657061,86,2143,-0.095314,-0.073973,
318657061,87,2168,-0.12997,-0.082579,
318657061,88,2193,-0.075584,-0.10633,
318657061,89,2219,-0.088608,-0.076767,
318657061,90,2244,-0.11834,-0.12353,
318657061,91,2269,-0.1054,-0.13406,
318657061,92,2294,-0.1034,-0.08704,
318657061,93,2319,-0.082354,-0.11783,
318657061,94,2345,-0.090242,-0.11071,
318657061,95,2370,-0.11929,-0.13878,
318657061,96,2395,-0.10226,-0.18015,
318657061,97,2420,-0.12699,-0.15817,
318657061,98,2446,-0.12393,-0.15628,
318657061,99,2471,-0.11031,-0.16135,
318657061,100,2496,-0.14305,-0.14185,
318657061,101,2521,-0.13529,-0.11988,
318657061,102,2546,-0.13434,-0.13728,
318657061,103,2572,-0.14676,-0.094306,
318657061,104,2597,-0.17663,-0.12391,
318657061,105,2622,-0.20713,-0.11104,
318657061,106,2647,-0.22162,-0.14922,
318657061,107,2672,-0.20509,-0.16524,
318657061,108,2698,-0.2132,-0.13536,
318657061,109,2723,-0.21914,-0.12107,
318657061,110,2748,-0.19291,-0.1345,
318657061,111,2773,-0.18872,-0.10743,
318657061,112,2799,-0.16049,-0.090264,
318657061,113,2824,-0.17346,-0.081137,
318657061,114,2849,-0.18529,-0.095402,
318657061,115,2874,-0.1761,-0.1141,
318657061,116,2899,-0.14889,-0.1526,
318657061,117,2925,-0.14018,-0.11314,
318657061,118,2950,-0.08527,
318657061,119,2975,-0.053942,
324124114,1,0,0,0,
324124114,2,25,-0.067875,0.036245,
324124114,3,51,-0.023016,-0.019703,
324124114,4,76,-0.033989,-0.017208,
324124114,5,101,-0.027238,-0.0031031,
324124114,6,126,-0.03241,0.0022711,
324124114,7,152,0.029096,0.0062739,
324124114,8,177,-0.030889,-0.02162,
324124114,9,202,0.025158,0.023176,
324124114,10,227,0.043474,0.0089515,
324124114,11,253,0.025876,0.04996,
324124114,12,278,0.035018,0.073549,
324124114,13,303,0.021761,0.095721,
324124114,14,328,0.050346,0.088094,
324124114,15,354,0.046665,0.067009,
324124114,16,379,0.065311,0.1193,
324124114,17,404,0.086583,0.10965,
324124114,18,430,0.076791,0.11272,
324124114,19,455,0.096969,0.098585,
324124114,20,480,0.086848,0.1492,
324124114,21,505,0.077736,0.15813,
324124114,22,531,0.078506,0.19005,
324124114,23,556,0.054105,0.16941,
324124114,24,581,0.13094,0.17473,
324124114,25,606,0.1319,0.17879,
324124114,26,632,0.11542,0.17753,
324124114,27,657,0.11532,0.1914,
324124114,28,682,0.11843,0.20659,
324124114,29,707,0.14576,0.19096,
324124114,30,733,0.14317,0.15011,
324124114,31,758,0.1603,0.21706,
324124114,32,783,0.17044,0.19133,
324124114,33,809,0.19129,0.22667,
324124114,34,834,0.16413,0.13704,
324124114,35,859,0.18153,0.13507,
324124114,36,884,0.176,0.098334,
324124114,37,910,0.19927,0.1323,
324124114,38,935,0.19055,0.1072,
324124114,39,960,0.14214,0.11959,
324124114,40,985,0.18468,0.13462,
324124114,41,1011,0.13142,0.13769,
324124114,42,1036,0.13912,0.12593,
324124114,43,1061,0.12179,0.13494,
324124114,44,1086,0.13569,0.15628,
324124114,45,1112,0.17721,0.13715,
324124114,46,1137,0.1874,0.14896,
324124114,47,1162,0.19721,0.13485,
324124114,48,1188,0.20422,0.1187,
324124114,49,1213,0.18887,0.10176,
324124114,50,1238,0.1862,0.10574,
324124114,51,1263,0.18486,0.10437,
324124114,52,1289,0.19554,0.030362,
324124114,53,1314,0.19562,0.042667,
324124114,54,1339,0.17079,0.045267,
324124114,55,1364,0.18108,-0.035521,
324124114,56,1390,0.18955,0.020789,
324124114,57,1415,0.15216,0.030539,
324124114,58,1440,0.19855,0.045852,
324124114,59,1465,0.13394,-0.0036224,
324124114,60,1491,0.15824,-0.002925,
324124114,61,1516,0.10872,0.02228,
324124114,62,1541,0.070353,0.004709,
324124114,63,1566,0.05026,-0.032753,
324124114,64,1592,0.064708,-0.0063818,
324124114,65,1617,0.059847,-0.0074799,
324124114,66,1642,0.05092,-0.056847,
324124114,67,1668,0.049511,-0.01385,
324124114,68,1693,-0.0083517,-0.045117,
324124114,69,1718,-0.027252,-0.051588,
324124114,70,1743,-0.056867,-0.025929,
324124114,71,1769,-0.10154,-0.014513,
324124114,72,1794,-0.04758,0.034378,
324124114,73,1819,-0.030629,0.043394,
324124114,74,1844,-0.028852,0.06524,
324124114,75,1870,-0.048344,0.036288,
324124114,76,1895,-0.088632,0.048074,
324124114,77,1920,-0.028337,0.033157,
324124114,78,1945,-0.051081,0.036762,
324124114,79,1971,-0.064605,-0.020555,
324124114,80,1996,-0.044482,-0.083383,
324124114,81,2021,-0.071864,-0.04276,
324124114,82,2047,-0.042916,-0.083895,
324124114,83,2072,-0.044848,-0.0082995,
324124114,84,2097,-0.024583,0.039364,
324124114,85,2122,-0.11649,0.022613,
324124114,86,2148,-0.10658,-0.081003,
324124114,87,2173,-0.050689,-0.072013,
324124114,88,2198,-0.053031,-0.10119,
324124114,89,2223,-0.054479,-0.039897,
324124114,90,2249,-0.072861,-0.013661,
324124114,91,2274,-0.084298,-0.059765,
324124114,92,2299,-0.020237,-0.044027,
324124114,93,2324,-0.011967,-0.012655,
324124114,94,2350,0.021382,-0.078292,
324124114,95,2375,0.037851,
