participant_id,trial_id,block,border_color,dominant,figure,is_color_change,is_figure_change,is_first,is_update,is_correct,event_fixation,event_stimulus_on,event_stimulus_off,event_Trial_Offset,event_Trial_Onset,trial_mean,trial_max,trial_max_latency,trial_min,trial_min_latency,first_bin,last_bin,valid_blinks,blinks_mean
206993057,2,b_0,blue,blue,Y,no_color_change,figure_change,not_first,update,correct,109,1117,3122,2700,0,-0.419023958486346,0.613575200444463,300,-1.42639612978925,2175,0,-1.31095123344598,1,125
206993057,3,b_0,blue,blue,X,no_color_change,figure_change,not_first,update,correct,24,1031,3036,2550,0,-0.390374239244082,0.525347395327416,925,-1.26837558398818,625,-0.219646560932186,-0.394775677583322,0,NaN
206993057,4,b_0,blue,blue,Y,no_color_change,figure_change,not_first,update,correct,16,1023,3027,2850,0,-0.155264044006433,0.714876159186317,1975,-1.36909320519054,1725,-0.371601994507565,-0.986231997078235,0,NaN
206993057,5,b_0,blue,blue,X,no_color_change,figure_change,not_first,update,correct,6,1013,3018,2600,0,0.0950107228648809,1.58446462114151,1750,-0.993895294343632,900,-0.104713083801628,-0.32727633243128,1,125
206993057,6,b_0,blue,blue,Y,no_color_change,figure_change,not_first,update,correct,16,1022,3027,2775,0,1.24629381032346,2.86553778527016,1675,-0.487390500634366,1225,0.625817297848622,0.328075424951134,0,NaN
206993057,8,b_1,blue,blue,Y,no_color_change,figure_change,not_first,update,correct,22,1030,3035,2525,0,0.184145819465964,2.19346102144721,525,-0.776646010971007,2150,0.592527103471517,0.64843960708568,1,150
206993057,9,b_1,red,blue,X,color_change,figure_change,not_first,no_update,correct,12,1018,3023,2400,0,0.636458213616124,1.94802774489934,1500,-0.390971997188819,900,0,0.673147547799556,1,175
206993057,10,b_1,red,blue,Y,no_color_change,figure_change,not_first,no_update,correct,22,1029,3034,2550,0,-0.0311629549794255,2.17244488817506,2025,-1.33179156636377,1075,-0.0378290398898731,0.447140210409335,0,NaN
206993057,11,b_1,red,blue,X,no_color_change,figure_change,not_first,no_update,correct,9,1017,3021,2675,0,0.732521775319554,2.52985499953002,1200,-0.617282989736585,1825,0.539587224031209,1.78510876195157,0,NaN
206993057,12,b_1,red,blue,X,no_color_change,no_figure_change,not_first,no_update,correct,22,1029,3035,2500,0,-0.386979565630143,1.01620595749795,950,-1.21708982606397,325,0.147288733259433,-0.150804740346791,0,NaN
206993057,13,b_1,red,blue,X,no_color_change,no_figure_change,not_first,no_update,correct,69,1075,3081,2575,0,-1.13526936521042,-0.0233654652805221,175,-2.24908585175422,100,-0.122245173687219,-1.38068803765362,1,125
206993057,14,b_1,red,blue,X,no_color_change,no_figure_change,not_first,no_update,correct,41,1048,3053,2550,0,-0.283747099233117,1.65683043973946,1825,-1.44097157735138,1025,1.09626703706209,0.0802608526941053,0,NaN
206993057,16,b_2,red,blue,X,color_change,figure_change,not_first,no_update,correct,387,1395,3400,1900,0,1.38640453244931,2.997507914924,1100,-0.00165412151609745,125,0.235684347805649,0.935401721890341,0,NaN
206993057,17,b_2,blue,blue,Y,color_change,figure_change,not_first,update,correct,21,1027,3033,2475,0,-0.88557655813288,0.82972173613969,1475,-2.40085749405004,2100,-0.434122993260918,-1.65684642158986,1,125
206993057,18,b_2,blue,blue,X,no_color_change,figure_change,not_first,update,correct,236,1243,3248,2475,0,-0.0538584684392795,1.74569751887239,1550,-1.58794067360287,550,-1.00178233751459,-0.810351733458436,0,NaN
206993057,19,b_2,blue,blue,Y,no_color_change,figure_change,not_first,update,correct,22,1030,3039,2725,0,0.523977548679014,2.44144340313341,2000,-0.739847800431745,1575,1.26262211784523,1.27352973074123,0,NaN
206993057,20,b_2,red,blue,X,color_change,figure_change,not_first,no_update,correct,148,1154,3159,3100,0,-0.116411063494567,1.5976416567939,1475,-1.55931717954171,1600,-1.49034750415314,1.40627498013933,0,NaN
206993057,21,b_2,blue,blue,X,color_change,no_figure_change,not_first,update,correct,21,1028,3034,2800,0,0.023140709028099,1.69120739994356,1700,-1.31510651454922,575,0.522318834677171,-0.113087573409695,0,NaN
206993057,22,b_2,blue,blue,X,no_color_change,no_figure_change,not_first,update,correct,22,1029,3033,2750,0,-0.332734593590456,1.19683283068568,1850,-1.77764523781614,1550,-0.802976109500187,1.01659751283268,0,NaN
206993057,23,b_2,blue,blue,X,no_color_change,no_figure_change,not_first,update,correct,18,1024,3029,2450,0,-0.782646093598529,0.673467184807498,1100,-2.99114713846596,1700,-0.56864222805309,-0.43891754838004,0,NaN
206993057,24,b_2,blue,blue,X,no_color_change,no_figure_change,not_first,update,correct,5,1011,3015,2275,0,-1.09564273454974,0.0157421226411179,1025,-3.4109743665467,1850,-1.91032655981265,-1.71823270896502,0,NaN
206993057,25,b_2,blue,blue,Y,no_color_change,figure_change,not_first,update,correct,20,1028,3033,2500,0,0.153001785527813,1.90357422801988,775,-1.44661317054155,1150,0.543606659406073,-1.44509489475382,0,NaN
206993057,27,b_3,blue,blue,Y,no_color_change,no_figure_change,not_first,update,correct,26,1032,3039,3050,0,0.305316902586841,2.08162003236849,1850,-1.10647144854062,1575,1.20283401550978,-1.06136267579488,0,NaN
206993057,28,b_3,blue,blue,Y,no_color_change,no_figure_change,not_first,update,correct,12,1018,3023,2625,0,0.105009758380839,2.1187059162149,1125,-1.46176396471797,600,-0.252625109226548,0.141431385088906,0,NaN
206993057,29,b_3,red,blue,X,color_change,figure_change,not_first,no_update,correct,22,1029,3034,2275,0,-0.151375678174768,1.75887455452478,1675,-1.81135096030357,700,-0.7723149295134,1.43093497530202,0,NaN
206993057,31,b_0,red,blue,Y,color_change,no_figure_change,not_first,no_update,correct,179,1185,3189,1375,0,2.55586208027521,3.44910706159412,1225,-0.2080996740203,1350,-0.0164373331333909,-0.0356634991610707,0,NaN
206993057,32,b_0,red,blue,Y,no_color_change,no_figure_change,not_first,no_update,correct,128,1136,3141,2675,0,-0.0584790477716062,0.408583996326394,800,-1.18300853009221,900,0.32962566443965,0.0646465848561641,1,150
206993057,33,b_0,blue,blue,X,color_change,figure_change,not_first,update,correct,21,1028,3034,2325,0,-1.18184424310581,0.552676359506413,500,-3.43126332562578,1350,-0.224489061602499,-0.363986642793359,0,NaN
206993057,34,b_0,red,blue,X,color_change,no_figure_change,not_first,no_update,correct,34,1042,3047,2375,0,0.113566248199031,0.802121080503943,1050,-1.59174435399737,825,0.269549888797049,-0.633208903657268,2,137.5
206993057,36,b_1,red,blue,Y,color_change,no_figure_change,not_first,no_update,correct,53,1059,3064,1650,0,2.05727216758704,3.50100012983342,1075,-0.0700164865895809,300,-0.0655735321791946,1.92200130152771,0,NaN
206993057,37,b_1,blue,blue,Y,color_change,no_figure_change,not_first,update,correct,8,1016,3021,1975,0,1.81581921931042,3.20382561262503,1925,-0.490115406127067,400,1.13133920775847,2.66689936668493,0,NaN
206993057,38,b_1,red,blue,Y,color_change,no_figure_change,not_first,no_update,correct,38,1044,3049,2175,0,-0.353735586611924,0.787257959634664,2175,-2.92630078047984,600,-0.0431589869972983,0.787257959634664,1,225
206993057,39,b_1,blue,blue,X,color_change,figure_change,not_first,update,correct,30,1039,3045,2500,0,-1.21086507903374,0.397236882544472,1000,-3.09617186835034,1625,-0.718344220722481,-2.23360742964466,0,NaN
206993057,40,b_1,blue,blue,X,no_color_change,no_figure_change,not_first,update,correct,18,1025,3031,2100,0,1.63660027103862,3.42661260716024,1475,-0.0846079160021094,1625,1.24709575018447,0.261223344740174,0,NaN
206993057,41,b_1,blue,blue,Y,no_color_change,figure_change,not_first,update,correct,5,1012,0,225,0,0.0770974451811346,0.189776482540055,200,-0.0271371819742314,50,-0.0271371819742314,0.0625209987533535,0,NaN
206993057,42,b_1,red,blue,X,color_change,figure_change,not_first,no_update,correct,1790,2798,4803,625,0,1.56929884398033,2.98479435293313,100,-0.0111473406519593,225,0.17718278442716,1.98436248177709,0,NaN
