device_time_stamp,UTC,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,left_gaze_point_in_user_coordinate_system_x,left_gaze_point_in_user_coordinate_system_y,left_gaze_point_in_user_coordinate_system_z,left_gaze_origin_in_trackbox_coordinate_system_x,left_gaze_origin_in_trackbox_coordinate_system_y,left_gaze_origin_in_trackbox_coordinate_system_z,left_gaze_origin_in_user_coordinate_system_x,left_gaze_origin_in_user_coordinate_system_y,left_gaze_origin_in_user_coordinate_system_z,left_pupil_diameter,left_pupil_validity,left_gaze_origin_validity,left_gaze_point_validity,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,right_gaze_point_in_user_coordinate_system_x,right_gaze_point_in_user_coordinate_system_y,right_gaze_point_in_user_coordinate_system_z,right_gaze_origin_in_trackbox_coordinate_system_x,right_gaze_origin_in_trackbox_coordinate_system_y,right_gaze_origin_in_trackbox_coordinate_system_z,right_gaze_origin_in_user_coordinate_system_x,right_gaze_origin_in_user_coordinate_system_y,right_gaze_origin_in_user_coordinate_system_z,right_pupil_diameter,right_pupil_validity,right_gaze_origin_validity,right_gaze_point_validity
4604190664,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.3905603289604187,0.38251304626464844,-41.310821533203125,183.75576782226562,61.50777816772461,0.606346607208252,0.5531744956970215,0.837172269821167,-55.91769027709961,-27.9594783782959,751.1516723632812,3.091766357421875,1,1,1,0.5849952101707458,0.331307977437973,31.563949584960938,197.89808654785156,67.51084899902344,0.48436862230300903,0.5506062507629395,0.8448824286460876,8.244385719299316,-26.691022872924805,753.4647216796875,3.2035980224609375,1,1,1
4604198999,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.3895731568336487,0.3615703284740448,-41.680816650390625,189.53993225097656,63.9630126953125,0.6061181426048279,0.5530498027801514,0.8369779586791992,-55.79324722290039,-27.891759872436523,751.0933837890625,,0,1,1,0.5991731286048889,0.3445643484592438,36.87786865234375,194.23681640625,65.95672607421875,0.48418018221855164,0.5504830479621887,0.8447123169898987,8.343207359313965,-26.624229431152344,753.4136962890625,,0,1,1
4604207332,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.39029860496520996,0.3622874319553375,-41.40892028808594,189.3418731689453,63.878944396972656,0.6060588359832764,0.5529674291610718,0.8369154930114746,-55.760677337646484,-27.847736358642578,751.0746459960938,,0,1,1,0.595744252204895,0.30556726455688477,35.59271240234375,205.00741577148438,70.52857971191406,0.4840961694717407,0.5504565834999084,0.8446492552757263,8.387307167053223,-26.609603881835938,753.394775390625,,0,1,1
4604215659,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.39768582582473755,0.3737073540687561,-38.640167236328125,186.18780517578125,62.54011917114258,0.6059284210205078,0.5529220104217529,0.836942732334137,-55.69272994995117,-27.824186325073242,751.0828247070312,3.1815032958984375,1,1,1,0.5955404043197632,0.3058899939060211,35.51631164550781,204.91827392578125,70.49073791503906,0.48396387696266174,0.5504647493362427,0.8445391654968262,8.456703186035156,-26.61274528503418,753.3617553710938,3.219970703125,1,1,1
4604223993,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.39409318566322327,0.38389426469802856,-39.9866943359375,183.37428283691406,61.345848083496094,0.6057498455047607,0.5529233813285828,0.836686372756958,-55.59313201904297,-27.82204246520996,751.0059204101562,,0,1,1,0.5708827376365662,0.33739954233169556,26.274551391601562,196.21566772460938,66.79669189453125,0.48381924629211426,0.5504586100578308,0.8440523147583008,8.5313138961792,-26.604358673095703,753.2156982421875,,0,1,1
4604232328,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.3969331979751587,0.3972434997558594,-38.92225646972656,179.68736267089844,59.78084182739258,0.605672299861908,0.5529667139053345,0.8365545868873596,-55.54944610595703,-27.843347549438477,750.9663696289062,,0,1,1,0.5706067085266113,0.3571687340736389,26.171096801757812,190.755615234375,64.47903442382812,0.4837513566017151,0.5505610704421997,0.8436238765716553,8.565645217895508,-26.65382194519043,753.087158203125,,0,1,1
4604240682,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.4066390097141266,0.4017656147480011,-35.28448486328125,178.4384002685547,59.25068664550781,0.6054770946502686,0.5530130863189697,0.8365378975868225,-55.44646453857422,-27.867542266845703,750.9613647460938,3.2753753662109375,1,1,1,0.5716003775596619,0.355286180973053,26.54351806640625,191.27554321289062,64.69973754882812,0.48350954055786133,0.5506479144096375,0.8432307839393616,8.691766738891602,-26.695411682128906,752.96923828125,3.2075347900390625,1,1,1
4604249015,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.40762725472450256,0.41032665967941284,-34.914093017578125,176.07391357421875,58.24702453613281,0.6052066087722778,0.5530511140823364,0.836362898349762,-55.3004035949707,-27.88557243347168,750.9088745117188,,0,1,1,0.5887546539306641,0.39126861095428467,32.972991943359375,181.33755493164062,60.4813117980957,0.4832529127597809,0.5507110953330994,0.8425785303115845,8.824728965759277,-26.72178840637207,752.7735595703125,,0,1,1
4604257327,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.4016284942626953,0.40095260739326477,-37.162445068359375,178.66293334960938,59.34600067138672,0.605000913143158,0.5530536770820618,0.836368203163147,-55.19240951538086,-27.886995315551758,750.9104614257812,,0,1,1,,,,,,,,,,,,,0,0,0
4604265656,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.386005699634552,0.3827933371067047,-43.017913818359375,183.6783447265625,61.474918365478516,0.6046839356422424,0.5529806017875671,0.8363545536994934,-55.02549743652344,-27.848426818847656,750.9063720703125,3.1381988525390625,1,1,1,0.5852289795875549,0.3740115165710449,31.651565551757812,186.10379028320312,62.504459381103516,0.4827350378036499,0.5507640838623047,0.8418353199958801,9.09492301940918,-26.74176788330078,752.5505981445312,3.157623291015625,1,1,1
4604273988,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.3932977020740509,0.360539972782135,-40.28485107421875,189.8245086669922,64.08380889892578,0.6043426990509033,0.5528901219367981,0.836193859577179,-54.842586517333984,-27.7990779876709,750.858154296875,,0,1,1,0.5749011039733887,0.34176892042160034,27.7806396484375,195.00888061523438,66.2844467163086,0.4824555814266205,0.5506796836853027,0.8413045406341553,9.240187644958496,-26.69167137145996,752.391357421875,,0,1,1
4604282323,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.40386369824409485,0.3338939845561981,-36.324676513671875,197.18386840820312,67.20767211914062,0.6041079759597778,0.5528085231781006,0.8362707495689392,-54.72091293334961,-27.75704002380371,750.8812255859375,,0,1,1,0.5935106873512268,0.27664417028427124,34.75556945800781,212.9956817626953,73.91940307617188,0.4822237193584442,0.5506355166435242,0.8409940600395203,9.361143112182617,-26.66511344909668,752.2982177734375,,0,1,1
4604290656,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.4077295660972595,0.3451724648475647,-34.87574768066406,194.06884765625,65.88542938232422,0.6038514375686646,0.5526878237724304,0.8363531231880188,-54.58785629272461,-27.694517135620117,750.9059448242188,3.1443328857421875,1,1,1,0.6001209020614624,0.2687826156616211,37.23310852050781,215.16696166992188,74.84105682373047,0.4819275438785553,0.550579309463501,0.8409197926521301,9.516824722290039,-26.63473129272461,752.2759399414062,3.1240386962890625,1,1,1
4604298987,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.40926501154899597,0.3683338761329651,-34.300262451171875,187.67190551757812,63.170082092285156,0.6035522222518921,0.5526147484779358,0.8362487554550171,-54.42832565307617,-27.654970169067383,750.8746337890625,,0,1,1,0.587299644947052,0.36789703369140625,32.42765808105469,187.7925567626953,63.22129821777344,0.4816707968711853,0.5505099296569824,0.8408622145652771,9.651816368103027,-26.59758186340332,752.2586669921875,,0,1,1
4604307322,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.40217626094818115,0.3944686949253082,-36.95713806152344,180.4537353515625,60.10614776611328,0.6033995747566223,0.5526267886161804,0.8363110423088074,-54.34944152832031,-27.661958694458008,750.893310546875,,0,1,1,0.5872161388397217,0.3677515983581543,32.3963623046875,187.83273315429688,63.238346099853516,0.4815056622028351,0.5505815744400024,0.8412091135978699,9.740118980407715,-26.638992309570312,752.3627319335938,,0,1,1
4604315655,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.4022802710533142,0.39650958776474,-36.91815185546875,179.8900604248047,59.86688232421875,0.6032029986381531,0.5526831746101379,0.8364617824554443,-54.249366760253906,-27.69326400756836,750.9385375976562,3.1573638916015625,1,1,1,0.5881475210189819,0.36669468879699707,32.74543762207031,188.1246337890625,63.36225509643555,0.48124152421951294,0.5506858825683594,0.8418622016906738,9.881793022155762,-26.70087242126465,752.5586547851562,3.1234283447265625,1,1,1
4604324010,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",,,,,,,,,,,,,0,0,0,0.5772809386253357,0.2963145673274994,28.672607421875,207.5629119873047,71.61332702636719,0.4810422658920288,0.5507801175117493,0.8424314260482788,9.989036560058594,-26.75658416748047,752.7294311523438,,0,1,1
4604332346,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.40787503123283386,0.3853117823600769,-34.82122802734375,182.9827880859375,61.179664611816406,0.6028454303741455,0.5529100894927979,0.8365100026130676,-54.062477111816406,-27.813081741333008,750.9530029296875,,0,1,1,,,,,,,,,,,,,0,0,0
4604340675,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.40735864639282227,0.3729798495769501,-35.0147705078125,186.38873291015625,62.62540817260742,0.6026267409324646,0.5529985427856445,0.8366968035697937,-53.951534271240234,-27.861671447753906,751.009033203125,3.0860137939453125,1,1,1,0.5745426416397095,0.302480548620224,27.646286010742188,205.85992431640625,70.89044952392578,0.48067012429237366,0.551127552986145,0.8437685370445251,10.19054126739502,-26.95401382446289,753.1305541992188,3.180419921875,1,1,1
4604349007,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.4102579951286316,0.362701416015625,-33.92808532714844,189.2275390625,63.83041000366211,0.6023933291435242,0.5530930757522583,0.8367024660110474,-53.82895278930664,-27.91141700744629,751.0107421875,,0,1,1,0.578184187412262,0.30643796920776367,29.011154174804688,204.76693725585938,70.42649841308594,0.4804854989051819,0.551209032535553,0.8443560600280762,10.290287017822266,-27.003284454345703,753.3068237304688,,0,1,1
4604357316,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.39649125933647156,0.3389650583267212,-39.087890625,195.7832794189453,66.6131591796875,0.6022712588310242,0.5531601905822754,0.8368717432022095,-53.76839828491211,-27.9486083984375,751.0615234375,,0,1,1,0.5861601233482361,0.3803098499774933,32.00056457519531,184.3642578125,61.76607131958008,0.4803076982498169,0.5513107180595398,0.8451802730560303,10.387443542480469,-27.065780639648438,753.5540771484375,,0,1,1
4604365646,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",0.39932554960250854,0.338515043258667,-38.02558898925781,195.90756225585938,66.6659164428711,0.6021034121513367,0.5531744360923767,0.837274968624115,-53.688804626464844,-27.96059799194336,751.1824951171875,3.1385955810546875,1,1,1,0.5847721099853516,0.39063507318496704,31.480331420898438,181.51254272460938,60.55558395385742,0.48008984327316284,0.5513637065887451,0.8461706638336182,10.506509780883789,-27.104398727416992,753.8511962890625,3.173492431640625,1,1,1
4604374003,"0       4.138195e+15
1       4.138195e+15
2       4.138195e+15
3       4.138195e+15
4       4.138195e+15
            ...     
2885    4.138221e+15
2886    4.138221e+15
2887    4.138221e+15
2888    4.138221e+15
2889    4.138221e+15
Name: UTC, Length: 2890, dtype: float64",,,,,,,,,,,,,0,0,0,0.5839406251907349,0.39113375544548035,31.168685913085938,181.37481689453125,60.49711990356445,0.47993919253349304,0.551352858543396,0.8469927906990051,10.589469909667969,-27.107545852661133,754.0978393554688,,0,1,1
