RecordingTimestamp,EyetrackerTimestamp,PupilDiameterLeft,PupilDiameterRight,EyePositionLeftZ_RCSmm_,EyePositionRightZ_RCSmm_
14710.054636001587,5856773424,2.937469482421875,2.8817291259765625,64.71575927734375,59.75293731689453
14736.06538772583,5856798413,2.9547271728515625,2.94207763671875,63.60320663452149,59.3730583190918
14760.058641433716,5856823420,2.9197540283203125,2.866180419921875,63.56642532348633,59.63439178466797
14786.06414794922,5856848417,2.99615478515625,2.84136962890625,64.95628356933594,59.67531204223633
14811.054944992064,5856873414,2.94580078125,2.893463134765625,64.47011566162111,60.3809928894043
14835.054397583008,5856898403,2.941513061523437,2.849884033203125,65.17024230957031,60.86467742919922
14861.05489730835,5856923410,2.860748291015625,2.821273803710937,66.01925659179689,59.87762832641602
14886.058568954468,5856948407,2.9043426513671875,2.84405517578125,66.83216857910156,59.7548828125
14911.06343269348,5856973405,2.9165191650390625,2.8660430908203125,68.03638458251953,61.78943252563477
14936.075210571289,5856998404,2.9429168701171875,2.9143829345703125,63.26413345336914,58.394752502441406
14961.061716079712,5857023403,2.99774169921875,2.888092041015625,66.48328399658203,59.3700065612793
14986.058235168457,5857048397,3.0509796142578125,2.901885986328125,65.5675048828125,60.3089714050293
15011.061668395996,5857073397,3.0023651123046875,2.877227783203125,67.06297302246094,59.16679382324219
15036.026000976562,5857098424,2.97711181640625,2.8842010498046875,63.758262634277344,60.30967712402344
15062.026739120483,5857123391,2.9609832763671875,2.8915252685546875,62.060447692871094,60.60708999633789
15087.055206298828,5857148378,3.0766754150390625,2.9346923828125,64.1434326171875,60.53926467895508
15112.056970596312,5857173387,2.936614990234375,2.8094635009765625,70.58522033691406,65.43359375
15139.057874679564,5857198383,3.0891265869140625,2.945419311523437,77.3374252319336,74.46881103515625
15175.055503845215,5857223383,3.1255035400390625,4.2825469970703125,75.15618896484375,81.47102355957031
15204.055547714232,5857248380,2.9746246337890625,3.0558013916015625,76.37272644042969,75.54429626464844
15211.064338684082,5857273378,2.94647216796875,2.8044586181640625,76.16633605957031,75.33181762695312
15236.055612564087,5857298365,2.9534149169921875,2.83917236328125,75.97357940673828,75.82809448242188
15260.055780410768,5857323361,2.9202880859375,2.9001007080078125,79.35891723632812,76.24205780029297
15286.055088043213,5857348369,2.943389892578125,2.8274383544921875,78.70036315917969,75.53248596191406
15310.055971145632,5857373367,2.970001220703125,2.8313446044921875,77.96636199951172,76.1987075805664
15336.052179336548,5857398355,2.9876861572265625,2.847900390625,76.44287872314453,79.08863830566406
15360.055208206177,5857423352,3.038330078125,2.8750762939453125,81.2357177734375,78.55253601074219
15385.055303573608,5857448350,3.02105712890625,2.825057983398437,71.33831024169922,68.48464965820311
15410.054922103882,5857473348,3.06280517578125,2.9462890625,68.45823669433594,59.90218734741211
15436.055660247805,5857498355,3.032577514648437,2.900299072265625,70.27004241943361,63.36052322387695
15461.057901382446,5857523355,3.024871826171875,3.0635528564453125,67.0546875,61.47589874267578
15486.055135726929,5857548352,3.0248565673828125,3.034088134765625,69.83218383789061,60.42184829711914
15510.055065155031,5857573339,3.024627685546875,2.8802490234375,69.44967651367189,60.5013313293457
15535.054683685305,5857598337,3.0309600830078125,3.122055053710937,66.98818969726561,58.12423324584961
15561.054944992064,5857623345,3.0972137451171875,2.9152069091796875,61.531654357910156,61.663169860839844
15586.05670928955,5857648342,3.153839111328125,2.93048095703125,64.92996215820311,58.60796737670898
15610.058546066284,5857673338,3.1073455810546875,3.08538818359375,63.79395294189453,56.55023193359375
15636.059522628784,5857698327,3.1302947998046875,3.015106201171875,62.29111862182617,57.30599594116211
15660.05563735962,5857723334,3.1844024658203125,3.04364013671875,64.66493225097656,55.84072875976562
15686.050653457642,5857748332,3.175765991210937,3.14373779296875,62.6284408569336,57.11565780639648
15760.05482673645,5857823325,3.217742919921875,3.256683349609375,62.55896377563477,56.7396125793457
15811.054944992064,5857873322,3.2515869140625,3.1710205078125,62.45556640625,62.52092742919922
15861.05489730835,5857923316,3.1893310546875,3.212799072265625,62.19916915893555,56.08874130249024
15886.056184768677,5857948303,3.241729736328125,3.11627197265625,61.77593994140625,55.83141326904297
15911.060094833374,5857973313,3.2130584716796875,3.1169586181640625,63.53535461425781,57.18133163452149
15936.055421829224,5857998298,3.23626708984375,3.1087646484375,62.15778732299805,57.09638214111328
15961.055517196655,5858023296,3.233184814453125,3.132919311523437,60.13506317138672,58.08648300170898
15985.05711555481,5858048294,3.244476318359375,3.181243896484375,60.17013549804688,58.51108932495117
16010.055303573608,5858073302,3.246490478515625,3.25115966796875,59.86759948730469,55.92594909667969
16035.05802154541,5858098300,3.3098907470703125,3.249862670898437,61.12802505493164,57.13609313964844
16060.055017471312,5858123299,3.2404022216796875,3.2649383544921875,73.90826416015625,56.40348434448242
16085.055112838745,5858148297,3.2137908935546875,3.1573486328125,62.5238151550293,58.34424591064453
16110.056161880493,5858173281,3.1461181640625,3.207916259765625,62.66112899780274,57.25149536132813
16135.055065155031,5858198291,3.18902587890625,3.128997802734375,64.16807556152344,54.58698654174805
16160.055875778198,5858223289,3.13653564453125,3.132110595703125,65.0208740234375,55.53260040283203
