Event,RecordingTimestamp
TRIALID,58472
!E TRIAL_EVENT_VAR fixation,58478
!E TRIAL_EVENT_VAR stimulus_onset,59490
!E TRIAL_EVENT_VAR stimulus_offset,60492
TRIAL_END,60497
TRIALID,60499
!E TRIAL_EVENT_VAR fixation,60516
!E TRIAL_EVENT_VAR stimulus_onset,61523
!E TRIAL_EVENT_VAR stimulus_offset,62528
TRIAL_END,62532
TRIALID,62534
!E TRIAL_EVENT_VAR fixation,62551
!E TRIAL_EVENT_VAR stimulus_onset,63561
!E TRIAL_EVENT_VAR stimulus_offset,64565
TRIAL_END,64569
TRIALID,64571
!E TRIAL_EVENT_VAR fixation,64586
!E TRIAL_EVENT_VAR stimulus_onset,65593
!E TRIAL_EVENT_VAR stimulus_offset,66596
TRIAL_END,66600
TRIALID,66602
!E TRIAL_EVENT_VAR fixation,66621
!E TRIAL_EVENT_VAR stimulus_onset,67627
!E TRIAL_EVENT_VAR stimulus_offset,68631
TRIAL_END,68635
TRIALID,68637
!E TRIAL_EVENT_VAR fixation,68656
!E TRIAL_EVENT_VAR stimulus_onset,69662
!E TRIAL_EVENT_VAR stimulus_offset,70667
TRIAL_END,70671
TRIALID,70673
!E TRIAL_EVENT_VAR fixation,70691
!E TRIAL_EVENT_VAR stimulus_onset,71698
!E TRIAL_EVENT_VAR stimulus_offset,72702
TRIAL_END,72706
TRIALID,72708
!E TRIAL_EVENT_VAR fixation,72726
!E TRIAL_EVENT_VAR stimulus_onset,73734
!E TRIAL_EVENT_VAR stimulus_offset,74738
TRIAL_END,74743
TRIALID,74744
!E TRIAL_EVENT_VAR fixation,74761
!E TRIAL_EVENT_VAR stimulus_onset,75768
!E TRIAL_EVENT_VAR stimulus_offset,76773
TRIAL_END,76777
TRIALID,76779
!E TRIAL_EVENT_VAR fixation,76796
!E TRIAL_EVENT_VAR stimulus_onset,77803
!E TRIAL_EVENT_VAR stimulus_offset,78807
TRIAL_END,78811
TRIALID,78813
!E TRIAL_EVENT_VAR fixation,78832
!E TRIAL_EVENT_VAR stimulus_onset,79843
!E TRIAL_EVENT_VAR stimulus_offset,80847
TRIAL_END,80852
TRIALID,80853
!E TRIAL_EVENT_VAR fixation,80866
!E TRIAL_EVENT_VAR stimulus_onset,81873
!E TRIAL_EVENT_VAR stimulus_offset,82876
TRIAL_END,82880
TRIALID,82881
!E TRIAL_EVENT_VAR fixation,82901
!E TRIAL_EVENT_VAR stimulus_onset,83908
!E TRIAL_EVENT_VAR stimulus_offset,84911
TRIAL_END,84916
TRIALID,84917
!E TRIAL_EVENT_VAR fixation,84936
!E TRIAL_EVENT_VAR stimulus_onset,85942
!E TRIAL_EVENT_VAR stimulus_offset,86947
TRIAL_END,86951
TRIALID,86953
!E TRIAL_EVENT_VAR fixation,86971
!E TRIAL_EVENT_VAR stimulus_onset,87978
!E TRIAL_EVENT_VAR stimulus_offset,88982
TRIAL_END,88986
TRIALID,88988
!E TRIAL_EVENT_VAR fixation,89006
!E TRIAL_EVENT_VAR stimulus_onset,90013
!E TRIAL_EVENT_VAR stimulus_offset,91016
TRIAL_END,91020
TRIALID,97088
!E TRIAL_EVENT_VAR fixation,97093
!E TRIAL_EVENT_VAR stimulus_onset,98103
!E TRIAL_EVENT_VAR stimulus_offset,99107
TRIAL_END,99111
TRIALID,99113
!E TRIAL_EVENT_VAR fixation,99131
!E TRIAL_EVENT_VAR stimulus_onset,100138
!E TRIAL_EVENT_VAR stimulus_offset,101141
TRIAL_END,101145
TRIALID,101147
!E TRIAL_EVENT_VAR fixation,101166
!E TRIAL_EVENT_VAR stimulus_onset,102177
!E TRIAL_EVENT_VAR stimulus_offset,103181
TRIAL_END,103186
