block,border_color,figure,is_color_change,is_figure_change,is_update,trial_id
b_0,red,X,FALSE,FALSE,TRUE,0
b_0,red,Y,FALSE,TRUE,TRUE,1
b_0,red,Y,FALSE,TRUE,TRUE,2
b_0,blue,Y,TRUE,TRUE,FALSE,3
b_0,blue,X,TRUE,TRUE,FALSE,4
b_0,blue,X,TRUE,TRUE,FALSE,5
b_0,red,X,TRUE,TRUE,TRUE,6
